ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,rsi_ok,adx_slope_ok,rsi,adx_slope,low
2024-04-22 13:15:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,False,False,45.462993523100025,-1.1779474617041714,
2024-04-22 13:30:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,2.0,False,False,48.847024619918585,-1.9523774168599246,
2024-04-22 13:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,3.0,True,False,50.05218075650143,-1.2254582625964652,
2024-04-22 14:00:00-04:00,AAPL,B,pullback_entry,LONG,204.31336584603994,,4.0,,,57.504010985918455,3.00923575048391,206.43135525047276
2024-04-23 09:45:00-04:00,AAPL,B,flip_armed,SHORT,209.5352673375459,corrective,,,,,,
2024-04-23 10:00:00-04:00,AAPL,B,pullback_entry,SHORT,208.73216477753448,,1.0,,,40.904113729125,1.3851137969069498,203.96096880939632
2024-04-26 10:30:00-04:00,AAPL,B,flip_armed,LONG,192.09627071449458,corrective,,,,,,
2024-04-26 10:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,False,True,49.971302000962,3.6664917079827575,
2024-04-26 11:00:00-04:00,AAPL,B,pullback_entry,LONG,192.44399839909596,,2.0,,,58.51340309007553,4.018189521898542,194.71773934781288
2024-04-26 15:30:00-04:00,AAPL,B,flip_armed,SHORT,205.07846686013485,corrective,,,,,,
2024-04-26 15:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,60.88881866899442,-6.258642672783331,
2024-04-29 09:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,54.77558868325482,-4.902334639340424,
2024-04-29 09:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,50.48134312270307,-5.523221207469568,
2024-04-29 10:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,True,False,45.6288290625591,-1.1514858054052084,
2024-04-29 10:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,True,False,46.4829377356424,-0.8787801474963857,
2024-04-29 10:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,True,False,47.61916021354781,-0.7532401264254744,
2024-04-29 10:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,7.0,True,False,46.91362875028427,-2.6048697964473533,
2024-04-29 11:00:00-04:00,AAPL,B,pullback_entry,SHORT,202.56131366594093,,8.0,,,43.4003576504088,0.5065274016807493,198.85713881685277
2024-04-29 12:00:00-04:00,AAPL,B,flip_armed,LONG,199.1089369131185,corrective,,,,,,
2024-04-29 12:15:00-04:00,AAPL,B,pullback_entry,LONG,199.36771201158535,,1.0,,,60.462481646373206,1.6376423857375109,202.2280385260414
2024-04-30 11:30:00-04:00,AAPL,B,flip_armed,SHORT,211.7627225593027,corrective,,,,,,
2024-04-30 11:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,True,False,44.18330940420505,-0.5172556981883147,
2024-04-30 12:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,True,False,44.3228765179426,-0.44336202701855854,
2024-04-30 12:15:00-04:00,AAPL,B,pullback_entry,SHORT,209.9207562163576,,3.0,,,48.2889084733118,0.3776147307623816,205.7181255477558
2024-05-01 10:15:00-04:00,AAPL,B,flip_armed,LONG,201.1551864287469,corrective,,,,,,
2024-05-01 10:30:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,True,False,53.552910762204306,-1.002006340807668,
2024-05-01 10:45:00-04:00,AAPL,B,pullback_entry,LONG,202.38824267280884,,2.0,,,56.70285678602385,1.4046134198189009,205.19964744859186
2024-05-02 11:15:00-04:00,AAPL,B,flip_armed,LONG,200.02995587390964,corrective,,,,,,
2024-05-02 11:30:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,False,False,46.50954812644788,-1.026555012057969,
2024-05-02 11:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,2.0,False,False,48.30143763759799,-0.8799042960496877,
2024-05-02 12:00:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,3.0,False,False,46.010272492131364,-2.831831427922932,
2024-05-02 12:15:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,4.0,False,False,49.23892290246221,-2.284567493587357,
2024-05-02 12:30:00-04:00,AAPL,B,pullback_entry,LONG,200.02995587390964,,5.0,,,54.82245362143142,1.6670859105858398,202.68384204678105
2024-05-03 14:00:00-04:00,AAPL,B,flip_armed,SHORT,213.79272925799938,corrective,,,,,,
2024-05-03 14:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,52.297265495260575,-2.8993631240035285,
2024-05-03 14:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,55.296904133063336,-5.293305563875073,
2024-05-03 14:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,54.22407725767986,-4.537119054750065,
2024-05-03 15:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,False,False,59.4222771783477,-2.8439346635751086,
2024-05-03 15:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,False,False,61.413026034250976,-0.9382383720499412,
2024-05-03 15:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,False,False,58.502999746637144,-0.804204318899945,
2024-05-03 15:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,7.0,False,False,54.9589623340328,-2.8170881350929875,
2024-05-06 09:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,8.0,False,False,53.17661929955765,-3.613176605520298,
2024-05-06 09:45:00-04:00,AAPL,B,pullback_entry,SHORT,213.0740290627699,,9.0,,,48.87071086362408,0.058372755302013246,208.60878774788478
2024-05-06 13:00:00-04:00,AAPL,B,flip_armed,LONG,208.71960178782726,corrective,,,,,,
2024-05-06 13:15:00-04:00,AAPL,B,pullback_entry,LONG,210.66435093574995,,1.0,,,68.2210506998863,6.457009369070146,213.85259576144523
2024-05-06 15:45:00-04:00,AAPL,B,flip_armed,LONG,208.54924992692528,corrective,,,,,,
2024-05-07 09:30:00-04:00,AAPL,B,pullback_entry,LONG,210.71398366501526,,1.0,,,63.1275976568708,1.3545106471078476,214.08505456152872
2024-05-07 11:30:00-04:00,AAPL,B,flip_armed,SHORT,217.09727811671368,corrective,,,,,,
2024-05-07 11:45:00-04:00,AAPL,B,pullback_entry,SHORT,216.0637347675341,,1.0,,,42.55754439726952,0.30604759364262435,211.1162517101868
2024-05-07 13:15:00-04:00,AAPL,B,flip_armed,LONG,210.9027589685354,trending,,,,,,
2024-05-07 13:30:00-04:00,AAPL,B,pullback_entry,LONG,212.2308049800774,,1.0,,,59.68701850772754,1.9448434537801589,215.8496787088231
2024-05-08 09:30:00-04:00,AAPL,B,flip_armed,SHORT,216.8748548423445,corrective,,,,,,
2024-05-08 09:45:00-04:00,AAPL,B,pullback_entry,SHORT,215.39781538724017,,1.0,,,37.75453255863834,3.6632384296839824,209.41058395616673
2024-05-13 12:00:00-04:00,AAPL,B,flip_armed,LONG,184.7827122843506,trending,,,,,,
2024-05-13 12:15:00-04:00,AAPL,B,pullback_entry,LONG,184.97727101547488,,1.0,,,52.061165732619806,1.7969912495045541,187.26630568379272
2024-05-13 15:15:00-04:00,AAPL,B,flip_armed,SHORT,188.9172192693226,trending,,,,,,
2024-05-13 15:30:00-04:00,AAPL,B,pullback_entry,SHORT,188.84783015714106,,1.0,,,44.60677371446699,2.7089268206942876,185.61536733953287
2024-05-14 09:45:00-04:00,AAPL,B,flip_armed,LONG,184.21456291394165,trending,,,,,,
2024-05-14 10:00:00-04:00,AAPL,B,pullback_entry,LONG,184.90321253404954,,1.0,,,52.503989756313736,0.7057988267101649,188.00338680921314
2024-05-14 14:45:00-04:00,AAPL,B,flip_armed,SHORT,194.92231950083146,corrective,,,,,,
2024-05-14 15:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,50.67450491956901,-4.266539165240836,
2024-05-14 15:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,True,False,45.67696586637899,-1.708215713343698,
2024-05-14 15:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,50.94680292086374,-1.0342005459012213,
2024-05-14 15:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,False,False,52.87049648308128,-3.693097317565204,
2024-05-15 09:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,False,False,56.6220615022196,-1.924034663470593,
2024-05-15 09:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,False,True,60.78426860917122,0.39152022691278887,
2024-05-15 10:00:00-04:00,AAPL,B,reflip_disarm,SHORT,,,7.0,,,,,
2024-05-15 10:00:00-04:00,AAPL,B,flip_armed,LONG,190.83735157231553,corrective,,,,,,
2024-05-15 10:15:00-04:00,AAPL,B,pullback_entry,LONG,191.7038318472448,,1.0,,,65.57857988366142,3.452392264175195,195.3293813959338
2024-05-16 10:30:00-04:00,AAPL,B,flip_armed,SHORT,212.05016613262424,corrective,,,,,,
2024-05-16 10:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,True,False,45.4199517059582,-1.9009786889456564,
2024-05-16 11:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,True,False,43.1932092577807,-0.9826072880736518,
2024-05-16 11:15:00-04:00,AAPL,B,pullback_entry,SHORT,206.73413044713374,,3.0,,,38.054725029179274,1.034154218077461,200.24242972340096
2024-05-16 15:30:00-04:00,AAPL,B,flip_armed,LONG,197.97905267493206,corrective,,,,,,
2024-05-16 15:45:00-04:00,AAPL,B,pullback_entry,LONG,199.4040825127455,,1.0,,,56.04344486396303,1.039406696830767,202.68765714982126
2024-05-17 13:15:00-04:00,AAPL,B,flip_armed,SHORT,211.41298545334053,corrective,,,,,,
2024-05-17 13:30:00-04:00,AAPL,B,pullback_entry,SHORT,210.05865331520516,,1.0,,,48.903376614779255,0.18011258978165046,205.50189427464983
2024-05-20 10:00:00-04:00,AAPL,B,flip_armed,LONG,205.59103518885834,corrective,,,,,,
2024-05-20 10:15:00-04:00,AAPL,B,pullback_entry,LONG,205.60569192221632,,1.0,,,58.511618276719965,2.7595673615569467,209.17573886457524
2024-05-22 10:00:00-04:00,AAPL,B,flip_armed,SHORT,220.97645343854177,corrective,,,,,,
2024-05-22 10:15:00-04:00,AAPL,B,pullback_entry,SHORT,219.19755514521535,,1.0,,,39.16608609702321,5.724185575988628,214.1196901085749
2024-05-24 12:45:00-04:00,AAPL,B,flip_armed,LONG,203.22359689659478,corrective,,,,,,
2024-05-24 13:00:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,False,True,48.50501193268771,2.210281481776498,
2024-05-24 13:15:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,2.0,False,True,48.618680553064266,1.8945269843798584,
2024-05-24 13:30:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,3.0,False,True,46.65003792774583,0.9953968814277161,
2024-05-24 13:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,4.0,False,False,44.68671384861651,-3.2281126091945396,
2024-05-24 14:00:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,5.0,False,False,45.73750627069984,-2.8878404300149754,
2024-05-24 14:15:00-04:00,AAPL,B,pullback_entry,LONG,203.22359689659478,,6.0,,,50.94179151070153,0.6572534915814146,205.00802468064649
2024-05-29 09:45:00-04:00,AAPL,B,flip_armed,SHORT,222.90444690238948,corrective,,,,,,
2024-05-29 10:00:00-04:00,AAPL,B,pullback_entry,SHORT,221.15145086478253,,1.0,,,46.3822479601362,1.1313877510391563,216.590127402166
2024-05-29 15:30:00-04:00,AAPL,B,flip_armed,LONG,209.7447393928509,corrective,,,,,,
2024-05-29 15:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,True,False,60.724664491264036,-1.633921302091835,
2024-05-30 09:30:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,2.0,True,False,59.09643241445222,-1.4005039732215678,
2024-05-30 09:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,3.0,True,False,55.86105013039246,-2.4292768928381037,
2024-05-30 10:00:00-04:00,AAPL,B,pullback_entry,LONG,213.7826120982593,,4.0,,,62.9572316489316,0.03150198387601222,216.72406252174895
2024-05-30 15:30:00-04:00,AAPL,B,flip_armed,SHORT,227.74751668861404,corrective,,,,,,
2024-05-30 15:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,54.41174452035671,-0.6768790220276912,
2024-05-31 09:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,58.216907450434945,-5.2743264897239115,
2024-05-31 09:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,59.019798458723265,-5.41405821033711,
2024-05-31 10:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,False,False,57.69547210777211,-2.949077052017799,
2024-05-31 10:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,False,False,53.65388057085422,-0.988477133976545,
2024-05-31 10:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,False,False,58.25316033440163,-4.060281783886047,
2024-05-31 10:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,7.0,False,False,57.225289591462136,-3.4802415290451805,
2024-05-31 11:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,8.0,False,False,60.3936722355166,-1.961377369932645,
2024-05-31 11:15:00-04:00,AAPL,B,reflip_disarm,SHORT,,,9.0,,,,,
2024-05-31 11:15:00-04:00,AAPL,B,flip_armed,LONG,224.17987729660697,trending,,,,,,
2024-05-31 11:30:00-04:00,AAPL,B,pullback_entry,LONG,225.4088368945826,,1.0,,,67.31154012090988,3.429073828383334,228.84725326445687
2024-06-03 12:00:00-04:00,AAPL,B,flip_armed,SHORT,239.1561373808752,trending,,,,,,
2024-06-03 12:15:00-04:00,AAPL,B,pullback_entry,SHORT,237.82073036646713,,1.0,,,43.27698877246792,2.0677089024155393,232.48414973014116
2024-06-03 15:15:00-04:00,AAPL,B,flip_armed,LONG,233.00630466197026,trending,,,,,,
2024-06-03 15:30:00-04:00,AAPL,B,pullback_entry,LONG,234.8497094028827,,1.0,,,62.1002252130304,6.0351046287635235,238.21551545891015
2024-06-05 10:15:00-04:00,AAPL,B,flip_armed,SHORT,243.64360163314944,trending,,,,,,
2024-06-05 10:30:00-04:00,AAPL,B,pullback_entry,SHORT,242.16099539567847,,1.0,,,35.11718313448307,4.779540388833702,235.94205551606976
2024-06-06 11:15:00-04:00,AAPL,B,flip_armed,LONG,223.74468986869664,corrective,,,,,,
2024-06-06 11:30:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,1.0,False,False,42.56401036454284,-0.02409195889980964,
2024-06-06 11:45:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,2.0,False,False,49.98554673385047,-3.1895855088799507,
2024-06-06 12:00:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,3.0,False,False,48.48477880087732,-2.7339304361828134,
2024-06-06 12:15:00-04:00,AAPL,B,pullback_gate_fail,LONG,,,4.0,True,False,54.17640578439266,-0.49267135611237123,
2024-06-06 12:30:00-04:00,AAPL,B,pullback_entry,LONG,225.9639378983472,,5.0,,,55.63296698252457,1.48540255931362,229.09676939166962
2024-06-07 10:45:00-04:00,AAPL,B,flip_armed,SHORT,239.76258166939866,trending,,,,,,
2024-06-07 11:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,55.92189065724119,-3.5011997188714616,
2024-06-07 11:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,60.28413877931158,-5.8333255531204244,
2024-06-07 11:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,57.89313105479288,-4.267748563517564,
2024-06-07 11:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,False,False,53.78149032599457,-4.361739497954876,
2024-06-07 12:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,False,False,56.42710704038536,-3.7386338553898923,
2024-06-07 12:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,False,False,59.025214476389955,-1.5535676906065738,
2024-06-07 12:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,7.0,False,False,57.068282594184055,-2.468168303207438,
2024-06-07 12:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,8.0,False,True,63.24804132592557,1.5950008268509315,
2024-06-07 13:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,9.0,False,True,59.47371179061128,1.857408588831671,
2024-06-07 13:15:00-04:00,AAPL,B,reflip_disarm,SHORT,,,10.0,,,,,
2024-06-07 13:15:00-04:00,AAPL,B,flip_armed,LONG,234.30190859047505,trending,,,,,,
2024-06-07 13:30:00-04:00,AAPL,B,pullback_entry,LONG,234.60821609281822,,1.0,,,60.137955050455886,2.9900753968541522,238.16482493107964
2024-06-11 09:30:00-04:00,AAPL,B,flip_armed,SHORT,252.83735971953013,corrective,,,,,,
2024-06-11 09:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,56.99929975099037,-3.3473247451724966,
2024-06-11 10:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,58.883342199907595,-1.6484941032152385,
2024-06-11 10:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,62.22223234488125,-0.35764713279390037,
2024-06-11 10:30:00-04:00,AAPL,B,reflip_disarm,SHORT,,,4.0,,,,,
2024-06-11 10:30:00-04:00,AAPL,B,flip_armed,LONG,248.0382704470471,corrective,,,,,,
2024-06-11 10:45:00-04:00,AAPL,B,pullback_entry,LONG,248.74472818793794,,1.0,,,64.86935386048309,3.535852777447232,252.81696660467333
2024-06-11 15:45:00-04:00,AAPL,B,flip_armed,SHORT,255.6215444221206,corrective,,,,,,
2024-06-12 09:30:00-04:00,AAPL,B,pullback_entry,SHORT,253.44493893292707,,1.0,,,44.57772263548558,2.1932606605822187,248.41367374916007
2024-06-13 11:30:00-04:00,AAPL,B,flip_armed,SHORT,259.6445457695187,corrective,,,,,,
2024-06-13 11:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,True,False,48.6469694848324,-3.8438861174606913,
2024-06-13 12:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,54.47838635849281,-4.985572059402941,
2024-06-13 12:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,57.83196493220005,-4.4577630769978995,
2024-06-13 12:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,False,False,52.72700973502999,-4.341433240495654,
2024-06-13 12:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,False,False,56.98807551803297,-2.6246996148000648,
2024-06-13 13:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,False,False,53.70651406983173,-1.9720418873368963,
2024-06-13 13:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,7.0,False,True,60.37413662449233,1.9113834865669226,
2024-06-13 13:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,8.0,False,True,56.13008984663258,1.6383287027716449,
2024-06-13 13:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,9.0,False,True,59.87178085491907,0.017247900029673247,
2024-06-13 14:00:00-04:00,AAPL,B,reflip_disarm,SHORT,,,10.0,,,,,
2024-06-13 14:00:00-04:00,AAPL,B,flip_armed,LONG,252.55624796416026,corrective,,,,,,
2024-06-13 14:15:00-04:00,AAPL,B,pullback_entry,LONG,253.99531440123454,,1.0,,,62.36465877215494,2.527257309516383,258.58994005599953
2024-06-14 11:30:00-04:00,AAPL,B,flip_armed,SHORT,261.7639879365307,corrective,,,,,,
2024-06-14 11:45:00-04:00,AAPL,B,pullback_entry,SHORT,260.44040350019645,,1.0,,,44.42143967684299,1.8798316682188698,255.92714673023596
2024-06-18 14:15:00-04:00,AAPL,B,flip_armed,SHORT,266.25665790017655,corrective,,,,,,
2024-06-18 14:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,True,False,42.3477674539914,-0.7249595253329559,
2024-06-18 14:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,50.99742586338713,-2.7777456917780796,
2024-06-18 15:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,True,False,46.41643885613171,-1.5893273929361165,
2024-06-18 15:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,True,False,49.951345041721545,-1.3622806225166713,
2024-06-18 15:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,True,False,48.15003258691983,-1.1676691050142907,
2024-06-18 15:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,True,False,49.960449890736065,-1.0008592328693915,
2024-06-19 09:30:00-04:00,AAPL,B,pullback_entry,SHORT,264.0608839921423,,7.0,,,49.41664760541424,0.10092207701157818,260.18734775064337
2024-06-24 12:30:00-04:00,AAPL,B,flip_armed,LONG,245.2193846386566,trending,,,,,,
2024-06-24 12:45:00-04:00,AAPL,B,pullback_entry,LONG,246.32761302903313,,1.0,,,62.40777109902705,4.497678178014848,249.5496010004929
2024-06-26 09:45:00-04:00,AAPL,B,flip_armed,SHORT,265.074895321358,corrective,,,,,,
2024-06-26 10:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,52.47070486207052,-1.6169073286436806,
2024-06-26 10:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,57.18588705946538,-1.1874022446531,
2024-06-26 10:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,True,60.446311482601246,0.7534485118102268,
2024-06-26 10:45:00-04:00,AAPL,B,reflip_disarm,SHORT,,,4.0,,,,,
2024-06-26 10:45:00-04:00,AAPL,B,flip_armed,LONG,259.50926988678754,corrective,,,,,,
2024-06-26 11:00:00-04:00,AAPL,B,pullback_entry,LONG,259.50926988678754,,1.0,,,57.97441690571653,3.3210129343986026,263.18894146403613
2024-06-27 11:00:00-04:00,AAPL,B,flip_armed,SHORT,267.8256501156772,corrective,,,,,,
2024-06-27 11:15:00-04:00,AAPL,B,pullback_entry,SHORT,266.608892030332,,1.0,,,43.63185380007753,2.3391924750388,262.4720992880413
2024-06-28 12:00:00-04:00,AAPL,B,flip_armed,SHORT,272.58048350726193,corrective,,,,,,
2024-06-28 12:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,True,False,46.627256836605234,-2.3986157406350053,
2024-06-28 12:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,50.98701062807043,-0.8161716128349248,
2024-06-28 12:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,True,False,48.44635349818413,-0.25923655646990795,
2024-06-28 13:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,True,False,48.72161364496306,-0.2222027626884966,
2024-06-28 13:15:00-04:00,AAPL,B,pullback_entry,SHORT,270.3145524205746,,5.0,,,42.34460298970387,0.20270916202458622,263.8053449638208
2024-07-01 10:15:00-04:00,AAPL,B,flip_armed,LONG,260.6013352086946,corrective,,,,,,
2024-07-01 10:30:00-04:00,AAPL,B,pullback_entry,LONG,261.88333815063396,,1.0,,,60.547087914464754,3.4152412621929145,265.59522276451145
2024-07-03 10:15:00-04:00,AAPL,B,flip_armed,SHORT,292.9725811102722,trending,,,,,,
2024-07-03 10:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,1.0,False,False,59.68256778006785,-3.3634877169610533,
2024-07-03 10:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,2.0,False,False,63.364066853646285,-6.082459982491535,
2024-07-03 11:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,3.0,False,False,54.51534695422284,-5.49110032794821,
2024-07-03 11:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,4.0,False,False,50.7764196489641,-2.6148507995857315,
2024-07-03 11:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,5.0,True,False,49.22846836989693,-1.2686185579136193,
2024-07-03 11:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,6.0,False,False,56.57331379293076,-3.9460909748585635,
2024-07-03 12:00:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,7.0,False,False,57.110927143074406,-2.740508831597836,
2024-07-03 12:15:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,8.0,False,False,56.30037717329478,-3.2779046025788006,
2024-07-03 12:30:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,9.0,False,False,54.493510152916556,-3.3023802013036736,
2024-07-03 12:45:00-04:00,AAPL,B,pullback_gate_fail,SHORT,,,10.0,False,False,51.00599028154998,-1.0471183698280377,
2024-07-03 13:00:00-04:00,AAPL,B,window_expired,SHORT,,,11.0,,,,,
