ts,symbol,combo,event,direction,st_line,regime,bars_since_flip,low,high,rsi,adx14,rsi_ok,adx_level_ok
2026-02-17,AAPL,B,no_pullback,LONG,1725.394672386736,,10.0,1897.6379503344872,2009.938307707121,,,,
2026-02-18,AAPL,B,no_pullback,LONG,1725.394672386736,,11.0,1891.4060015658958,1942.9490298029498,,,,
2026-02-19,AAPL,B,no_pullback,LONG,1747.967878704498,,12.0,1921.2320733750319,2014.5588196006256,,,,
2026-02-20,AAPL,B,no_pullback,LONG,1785.0872089324982,,13.0,1953.0235730503166,2073.017360599035,,,,
2026-02-23,AAPL,B,no_pullback,LONG,1837.6138847464567,,14.0,2020.1397158842403,2110.5961197449446,,,,
2026-02-24,AAPL,B,no_pullback,LONG,1852.947421854062,,15.0,2034.208894490766,2129.0775229892397,,,,
2026-02-25,AAPL,B,window_expired,LONG,,,16.0,,,,,,
2024-10-02,ADBE,B,flip_armed,SHORT,398.84401576651715,trending,,,,,,,
2024-10-03,ADBE,B,no_pullback,SHORT,389.1771782131262,,1.0,339.59981061160374,351.6909646319779,,,,
2024-10-04,ADBE,B,no_pullback,SHORT,383.84544745097776,,2.0,331.1257060984885,349.1805458588718,,,,
2024-10-07,ADBE,B,no_pullback,SHORT,383.84544745097776,,3.0,331.8205178828815,350.91410011302685,,,,
2024-10-08,ADBE,B,pullback_entry,SHORT,383.84544745097776,,4.0,347.74968111880355,,46.661342014784466,22.881179257220165,,
2024-10-24,ADBE,B,flip_armed,LONG,350.4746969010409,trending,,,,,,,
2024-10-25,ADBE,B,pullback_entry,LONG,363.6401328525669,,1.0,392.0511178442098,,68.54632296542626,20.17483875555312,,
2024-11-26,ADBE,B,flip_armed,SHORT,510.56847221958134,trending,,,,,,,
2024-11-27,ADBE,B,pullback_gate_fail,SHORT,,,1.0,,,60.055183099530176,30.642900783130084,False,True
2024-11-28,ADBE,B,pullback_gate_fail,SHORT,,,2.0,,,62.58363677069456,30.475041835821852,False,True
2024-11-29,ADBE,B,pullback_gate_fail,SHORT,,,3.0,,,60.16744384748822,30.31917281332135,False,True
2024-12-02,ADBE,B,pullback_gate_fail,SHORT,,,4.0,,,54.99992529779558,29.139809099598967,False,True
2024-12-03,ADBE,B,pullback_gate_fail,SHORT,,,5.0,,,53.68982150502326,28.044685651142466,False,True
2024-12-04,ADBE,B,pullback_gate_fail,SHORT,,,6.0,,,58.99530606880255,27.46495217830519,False,True
2024-12-05,ADBE,B,pullback_gate_fail,SHORT,,,7.0,,,55.27052637871398,26.937030493919927,False,True
2024-12-06,ADBE,B,pullback_entry,SHORT,510.56847221958134,,8.0,446.4620872946393,,48.788273511331056,25.50301792493856,,
2025-02-07,ADBE,B,flip_armed,LONG,301.1521425787693,trending,,,,,,,
2025-02-10,ADBE,B,no_pullback,LONG,309.2065410307285,,1.0,342.9976141614163,354.55106214051006,,,,
2025-02-11,ADBE,B,no_pullback,LONG,323.6426957153998,,2.0,351.28767365525977,383.1518315286649,,,,
2025-02-12,ADBE,B,no_pullback,LONG,345.62737537271994,,3.0,379.77171223538267,400.07176954035697,,,,
2025-02-13,ADBE,B,no_pullback,LONG,358.1012620413461,,4.0,392.5189565037548,414.3078945086596,,,,
2025-02-14,ADBE,B,no_pullback,LONG,358.1012620413461,,5.0,393.05205815418554,405.9527680030879,,,,
2025-02-17,ADBE,B,no_pullback,LONG,365.5333072059829,,6.0,396.76042330224766,430.2740074073506,,,,
2025-02-18,ADBE,B,no_pullback,LONG,375.3544016629369,,7.0,415.1837160943909,428.6085277043133,,,,
2025-02-19,ADBE,B,no_pullback,LONG,388.1204385641689,,8.0,424.0250598873909,447.95676744559796,,,,
2025-02-20,ADBE,B,no_pullback,LONG,388.1204385641689,,9.0,421.91385775292775,437.2128475548783,,,,
2025-02-21,ADBE,B,pullback_entry,LONG,388.1204385641689,,10.0,400.53430640906555,,57.556977262479855,33.10731021494458,,
2025-10-15,ADBE,B,flip_armed,SHORT,1417.0056328716635,trending,,,,,,,
2025-10-16,ADBE,B,pullback_gate_fail,SHORT,,,1.0,,,42.43897720867304,14.854736130232038,True,False
2025-10-17,ADBE,B,pullback_gate_fail,SHORT,,,2.0,,,46.58161879721737,14.228657681939355,True,False
2025-10-20,ADBE,B,pullback_gate_fail,SHORT,,,3.0,,,45.22423849278424,13.468490642618397,True,False
2025-10-21,ADBE,B,pullback_gate_fail,SHORT,,,4.0,,,43.55850676321619,13.157793259291822,True,False
2025-10-22,ADBE,B,no_pullback,SHORT,1414.8588865291779,,5.0,1261.1929030762844,1293.2373482746139,,,,
2025-10-23,ADBE,B,pullback_gate_fail,SHORT,,,6.0,,,48.62480597415082,13.416527940009578,True,False
2025-10-24,ADBE,B,pullback_gate_fail,SHORT,,,7.0,,,46.41506680762066,13.433982339236767,True,False
2025-10-27,ADBE,B,pullback_gate_fail,SHORT,,,8.0,,,43.61077354797772,13.849091956253833,True,False
2025-10-28,ADBE,B,no_pullback,SHORT,1404.0712073561958,,9.0,1247.0397805362857,1290.9120616930245,,,,
2025-10-29,ADBE,B,no_pullback,SHORT,1389.6146973142374,,10.0,1240.7484144243372,1277.1224481210222,,,,
2025-10-30,ADBE,B,pullback_gate_fail,SHORT,,,11.0,,,40.45878119094371,14.990257203919326,True,False
2025-10-31,ADBE,B,pullback_gate_fail,SHORT,,,12.0,,,35.923698599695726,15.806561805833592,True,False
2025-11-03,ADBE,B,no_pullback,SHORT,1341.2517521083098,,13.0,1167.969655563932,1229.2176295571849,,,,
2025-11-04,ADBE,B,no_pullback,SHORT,1330.9066411741032,,14.0,1165.221945634481,1214.9451415633423,,,,
2025-11-05,ADBE,B,pullback_gate_fail,SHORT,,,15.0,,,47.57845407617229,17.75059161065369,True,False
2025-11-06,ADBE,B,window_expired,SHORT,,,16.0,,,,,,
2025-11-13,ADBE,B,flip_armed,LONG,1204.9802270608398,corrective,,,,,,,
2025-11-14,ADBE,B,no_pullback,LONG,1252.6543628434267,,1.0,1379.5603615310438,1435.3681044174887,,,,
2025-11-17,ADBE,B,no_pullback,LONG,1304.3581457865434,,2.0,1422.6249608070793,1506.8732331959582,,,,
2025-11-18,ADBE,B,no_pullback,LONG,1333.0612622510316,,3.0,1462.5903781057568,1521.8813390607675,,,,
2025-11-19,ADBE,B,pullback_entry,LONG,1333.0612622510316,,4.0,1373.2967155625206,,55.59528203446322,23.31002059310935,,
2025-12-25,ADBE,B,flip_armed,LONG,1307.873996024279,corrective,,,,,,,
2025-12-26,ADBE,B,no_pullback,LONG,1355.499160799318,,1.0,1506.734288408233,1549.811896238275,,,,
2025-12-29,ADBE,B,no_pullback,LONG,1393.1396843455746,,2.0,1532.987630299577,1595.5819999697374,,,,
2025-12-30,ADBE,B,no_pullback,LONG,1421.601323513601,,3.0,1560.873749186434,1619.9065173358,,,,
2025-12-31,ADBE,B,no_pullback,LONG,1476.2966141692912,,4.0,1600.2815491652793,1711.9815242723835,,,,
2026-01-01,ADBE,B,no_pullback,LONG,1505.9092544652276,,5.0,1652.618730065557,1713.1865488425844,,,,
2026-01-02,ADBE,B,no_pullback,LONG,1505.9092544652276,,6.0,1645.807164499656,1703.31851950915,,,,
2026-01-05,ADBE,B,no_pullback,LONG,1533.3556435307999,,7.0,1673.423946525147,1738.3695214201553,,,,
2026-01-06,ADBE,B,no_pullback,LONG,1552.479238564236,,8.0,1694.9422717096422,1746.238064718682,,,,
2026-01-07,ADBE,B,pullback_entry,LONG,1552.479238564236,,9.0,1651.0300286268796,,65.94831475438787,35.22572397267932,,
2024-08-05,AMD,B,flip_armed,SHORT,319.875212625095,corrective,,,,,,,
2024-08-06,AMD,B,no_pullback,SHORT,319.875212625095,,1.0,280.5474897261018,292.7147581853353,,,,
2024-08-07,AMD,B,pullback_gate_fail,SHORT,,,2.0,,,54.092007817855865,30.41704421331785,False,True
2024-08-08,AMD,B,pullback_gate_fail,SHORT,,,3.0,,,53.11403212485883,29.43444057476299,False,True
2024-08-09,AMD,B,no_pullback,SHORT,316.08753595071187,,4.0,277.7662811573303,289.3457871354673,,,,
2024-08-12,AMD,B,no_pullback,SHORT,306.26651503612953,,5.0,264.7682517122364,281.0614673122515,,,,
2024-08-13,AMD,B,no_pullback,SHORT,293.48494650148217,,6.0,255.87241621377694,266.0004699687213,,,,
2024-08-14,AMD,B,pullback_entry,SHORT,293.48494650148217,,7.0,260.53724544375314,,44.97146554109494,24.990126395906188,,
2024-08-26,AMD,B,flip_armed,LONG,249.87263650309563,corrective,,,,,,,
2024-08-27,AMD,B,no_pullback,LONG,263.7541589207861,,1.0,288.2715665442214,311.42337901885793,,,,
2024-08-28,AMD,B,no_pullback,LONG,279.0666249662974,,2.0,309.2057592251395,318.5851520884839,,,,
2024-08-29,AMD,B,no_pullback,LONG,279.0666249662974,,3.0,303.3537057670828,313.56699222777206,,,,
2024-08-30,AMD,B,pullback_entry,LONG,279.0666249662974,,4.0,298.92898896020694,,60.640464864997746,20.801830995687055,,
2025-02-27,AMD,B,flip_armed,SHORT,1366.7367138056673,trending,,,,,,,
2025-02-28,AMD,B,no_pullback,SHORT,1348.5110829174334,,1.0,1182.521131277247,1222.8304683378562,,,,
2025-03-03,AMD,B,no_pullback,SHORT,1321.507317214958,,2.0,1136.3867814619402,1208.2118227341055,,,,
2025-03-04,AMD,B,no_pullback,SHORT,1295.7641866513159,,3.0,1123.2803317170983,1174.2091868224,,,,
2025-03-05,AMD,B,no_pullback,SHORT,1295.7641866513159,,4.0,1139.1000026088575,1188.804693052621,,,,
2025-03-06,AMD,B,no_pullback,SHORT,1285.5094771939316,,5.0,1113.188566668606,1169.2573919971521,,,,
2025-03-07,AMD,B,pullback_gate_fail,SHORT,,,6.0,,,51.69747571889545,28.10510957761813,False,True
2025-03-10,AMD,B,pullback_gate_fail,SHORT,,,7.0,,,52.96640237067642,26.24007668859358,False,True
2025-03-11,AMD,B,pullback_gate_fail,SHORT,,,8.0,,,54.793726491761085,24.82789627341923,False,True
2025-03-12,AMD,B,pullback_gate_fail,SHORT,,,9.0,,,57.61388132432486,23.226371881039903,False,True
2025-03-13,AMD,B,pullback_gate_fail,SHORT,,,10.0,,,57.9016212127672,22.212862718456698,False,True
2025-03-14,AMD,B,pullback_gate_fail,SHORT,,,11.0,,,58.92502585621516,21.39808563507387,False,True
2025-03-17,AMD,B,reflip_disarm,SHORT,,,12.0,,,,,,
2025-03-17,AMD,B,flip_armed,LONG,1162.306616218521,trending,,,,,,,
2025-03-18,AMD,B,no_pullback,LONG,1173.5345312256397,,1.0,1286.3966701651966,1341.301802034858,,,,
2025-03-19,AMD,B,no_pullback,LONG,1174.8590470848283,,2.0,1284.8271604988154,1350.0876443906616,,,,
2025-03-20,AMD,B,pullback_gate_fail,LONG,,,3.0,,,50.93363958198071,19.266033978611453,True,False
2025-03-21,AMD,B,pullback_gate_fail,LONG,,,4.0,,,55.09793197605479,18.027976697867913,True,False
2025-03-24,AMD,B,no_pullback,LONG,1174.8590470848283,,5.0,1272.113682516493,1345.3281998248365,,,,
2025-03-25,AMD,B,no_pullback,LONG,1174.8590470848283,,6.0,1287.775288544568,1341.8879155113143,,,,
2025-03-26,AMD,B,pullback_gate_fail,LONG,,,7.0,,,49.67537493469389,16.45773379427903,False,False
2025-03-27,AMD,B,pullback_gate_fail,LONG,,,8.0,,,49.73801195001497,15.720196838905292,False,False
2025-03-28,AMD,B,pullback_gate_fail,LONG,,,9.0,,,49.19825905535324,15.035341094629677,False,False
2025-03-31,AMD,B,pullback_gate_fail,LONG,,,10.0,,,55.04809799000092,14.041374115324368,True,False
2025-04-01,AMD,B,pullback_gate_fail,LONG,,,11.0,,,51.738818067236714,13.24831282720994,True,False
2025-04-02,AMD,B,pullback_gate_fail,LONG,,,12.0,,,54.08920908452026,12.749943193925807,True,False
2025-04-03,AMD,B,pullback_gate_fail,LONG,,,13.0,,,59.143623630579974,12.916226312991004,True,False
2025-04-04,AMD,B,no_pullback,LONG,1212.4330220656414,,14.0,1327.647363547563,1400.9334477333564,,,,
2025-04-07,AMD,B,no_pullback,LONG,1212.4330220656414,,15.0,1317.2353355552877,1348.22942536704,,,,
2025-04-08,AMD,B,window_expired,LONG,,,16.0,,,,,,
2025-06-11,AMD,B,flip_armed,SHORT,3314.607220547529,trending,,,,,,,
2025-06-12,AMD,B,no_pullback,SHORT,3310.01401703641,,1.0,2872.249056989665,2976.90013635876,,,,
2025-06-13,AMD,B,no_pullback,SHORT,3259.6249772142855,,2.0,2799.5929561439048,2950.441679803109,,,,
2025-06-16,AMD,B,no_pullback,SHORT,3212.2405752287855,,3.0,2761.3846381078893,2900.996696513482,,,,
2025-06-17,AMD,B,no_pullback,SHORT,3101.628372054549,,4.0,2693.2850779032747,2780.482913936588,,,,
2025-06-18,AMD,B,no_pullback,SHORT,3088.581581299433,,5.0,2664.6341090587794,2792.2041540181094,,,,
2025-06-19,AMD,B,no_pullback,SHORT,3077.8124455336533,,6.0,2655.586454731529,2786.359502754509,,,,
2025-06-20,AMD,B,no_pullback,SHORT,3038.2028212384325,,7.0,2653.0098238960572,2738.3931268704623,,,,
2025-06-23,AMD,B,no_pullback,SHORT,3008.9461486399446,,8.0,2642.1598709028262,2720.2066261927775,,,,
2025-06-24,AMD,B,no_pullback,SHORT,2982.9442813024257,,9.0,2633.3069666593174,2706.174572739557,,,,
2025-06-25,AMD,B,pullback_gate_fail,SHORT,,,10.0,,,53.58341482900016,37.36940863968057,False,True
2025-06-26,AMD,B,no_pullback,SHORT,2982.9442813024257,,11.0,2622.4048436878934,2736.791145829103,,,,
2025-06-27,AMD,B,pullback_gate_fail,SHORT,,,12.0,,,61.118962128410935,34.54935297054223,False,True
2025-06-30,AMD,B,pullback_gate_fail,SHORT,,,13.0,,,62.29945163454098,34.17106145065084,False,True
2025-07-01,AMD,B,pullback_gate_fail,SHORT,,,14.0,,,56.15128570882814,33.429977641695544,False,True
2025-07-02,AMD,B,pullback_gate_fail,SHORT,,,15.0,,,57.889459876018414,32.53276550669342,False,True
2025-07-03,AMD,B,window_expired,SHORT,,,16.0,,,,,,
2025-07-14,AMD,B,flip_armed,LONG,2665.6180000246723,trending,,,,,,,
2025-07-15,AMD,B,no_pullback,LONG,2665.6180000246723,,1.0,2879.9048623817675,3025.2388136746904,,,,
2025-07-16,AMD,B,no_pullback,LONG,2665.6180000246723,,2.0,2891.1538353713704,2988.1929738326253,,,,
2025-07-17,AMD,B,no_pullback,LONG,2726.8432314845995,,3.0,2971.782427881356,3070.1489844008074,,,,
2025-07-18,AMD,B,no_pullback,LONG,2799.1734550450374,,4.0,3026.008669154524,3177.5087214799128,,,,
2025-07-21,AMD,B,pullback_entry,LONG,2799.1734550450374,,5.0,2999.911628072939,,64.20905904201351,32.053654500801855,,
2025-09-10,AMD,B,flip_armed,SHORT,3693.17889238026,corrective,,,,,,,
2025-09-11,AMD,B,pullback_gate_fail,SHORT,,,1.0,,,50.90356756472397,25.925722607870682,False,True
2025-09-12,AMD,B,pullback_entry,SHORT,3693.17889238026,,2.0,3239.601458905017,,45.30421062007386,24.483337901903774,,
2025-10-07,AMD,B,flip_armed,LONG,2897.4532219249095,trending,,,,,,,
2025-10-08,AMD,B,no_pullback,LONG,2988.065185065847,,1.0,3287.4556270172975,3424.6270886384013,,,,
2025-10-09,AMD,B,no_pullback,LONG,3027.610532471814,,2.0,3339.3770779037754,3417.0251181191393,,,,
2025-10-10,AMD,B,no_pullback,LONG,3122.620417952673,,3.0,3381.016606830098,3609.557887263113,,,,
2025-10-13,AMD,B,no_pullback,LONG,3162.891640378097,,4.0,3469.000978190037,3586.164211680432,,,,
