trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
12,NVDA,A,SHORT,2024-08-06 15:15:00-04:00,1329.882734388226,8.83718493306684,2024-08-06 15:30:00-04:00,1329.217793021032,0.9298,1338.055,49.44,4942.74,2024-08-06 15:45:00-04:00,1338.724,SL,-8.8391,1.0,-9.8391,-0.001991,False,all
13,NVDA,A,LONG,2024-08-12 13:15:00-04:00,1400.6784090706426,12.909866419336094,2024-08-12 13:30:00-04:00,1401.378748275178,0.88,1388.4689,49.33,4931.9,2024-08-12 15:15:00-04:00,1387.7746,SL,-11.9717,1.0,-12.9717,-0.00263,False,all
14,NVDA,A,SHORT,2024-08-16 13:00:00-04:00,1264.6025474283285,9.782242424696575,2024-08-16 13:15:00-04:00,1263.9702461546144,0.9729,1273.7525,49.19,4917.93,2024-08-16 13:45:00-04:00,1274.3894,SL,-10.1369,1.0,-11.1369,-0.002265,False,all
15,NVDA,A,SHORT,2024-08-20 14:45:00-04:00,1164.7151631909571,8.319755275505207,2024-08-20 15:00:00-04:00,1164.1328056093616,1.0537,1172.4526,49.07,4905.79,2024-08-20 15:00:00-04:00,1173.0388,SL,-9.3846,1.0,-10.3846,-0.002117,False,all
16,NVDA,A,SHORT,2024-08-26 11:00:00-04:00,1173.0040804187313,8.570875619249362,2024-08-26 11:15:00-04:00,1172.417578378522,1.0439,1180.9885,48.95,4894.4,2024-08-26 13:45:00-04:00,1181.5789,SL,-9.5633,1.0,-10.5633,-0.002158,False,all
17,NVDA,A,LONG,2024-09-03 15:15:00-04:00,1232.3594480299673,8.94686349751351,2024-09-03 15:30:00-04:00,1232.9756277539823,0.9903,1224.0288,48.84,4882.84,2024-09-03 15:45:00-04:00,1239.5733,EOD,6.5334,1.0,5.5334,0.001133,True,all
18,NVDA,A,LONG,2024-09-05 13:00:00-04:00,1235.1326664759404,8.208455032138003,2024-09-05 13:15:00-04:00,1235.7502328091782,0.9889,1227.5418,48.88,4887.37,2024-09-05 15:45:00-04:00,1226.928,SL,-8.7247,1.0,-9.7247,-0.00199,False,all
19,NVDA,A,SHORT,2024-09-30 12:00:00-04:00,1046.949762556447,7.355901072328465,2024-09-30 12:15:00-04:00,1046.4262876751689,1.1653,1053.7822,48.78,4876.65,2024-09-30 12:45:00-04:00,1054.3091,SL,-9.1859,1.0,-10.1859,-0.002089,False,all
20,NVDA,A,LONG,2024-11-20 10:15:00-05:00,1068.2693759798858,7.5885465043660645,2024-11-20 10:30:00-05:00,1068.8035106678758,1.1383,1061.215,48.66,4865.46,2024-11-20 11:45:00-05:00,1084.1886,TP,17.5128,1.0,16.5128,0.003394,True,all
21,NVDA,A,LONG,2024-11-21 14:00:00-05:00,1127.0503976369491,8.241670732529888,2024-11-21 14:15:00-05:00,1127.6139228357677,1.0824,1119.3723,48.82,4880.98,2024-11-21 15:00:00-05:00,1143.7507,TP,17.4659,1.0,16.4659,0.003373,True,all
22,NVDA,A,LONG,2024-11-25 12:30:00-05:00,1155.822284192048,8.126128726169517,2024-11-25 12:45:00-05:00,1156.400195334144,1.0588,1148.2741,48.97,4896.44,2024-11-25 13:00:00-05:00,1147.6999,SL,-9.2116,1.0,-10.2116,-0.002086,False,all
23,NVDA,A,LONG,2024-12-02 13:30:00-05:00,1153.305006030302,8.696252603865423,2024-12-02 13:45:00-05:00,1153.881658533317,1.0587,1145.1854,48.86,4885.23,2024-12-02 14:30:00-05:00,1144.6128,SL,-9.8125,1.0,-10.8125,-0.002213,False,all
24,NVDA,A,LONG,2024-12-16 13:30:00-05:00,1310.432669769784,7.974232048094153,2024-12-16 13:45:00-05:00,1311.087886104669,0.9295,1303.1137,48.74,4873.42,2024-12-16 13:45:00-05:00,1302.4621,SL,-8.0173,1.0,-9.0173,-0.00185,False,all
25,NVDA,A,LONG,2024-12-19 12:15:00-05:00,1326.759014821436,10.859984654372099,2024-12-19 12:30:00-05:00,1327.4223943288466,0.9161,1316.5624,48.64,4863.4,2024-12-19 14:00:00-05:00,1315.9041,SL,-10.5523,1.0,-11.5523,-0.002375,False,all
26,NVDA,A,LONG,2024-12-20 13:45:00-05:00,1352.5018204265766,10.661718961601263,2024-12-20 14:00:00-05:00,1353.1780713367898,0.8964,1342.5164,48.52,4850.85,2024-12-20 14:15:00-05:00,1375.0331,TP,19.5904,1.0,18.5904,0.003832,True,all
27,NVDA,A,LONG,2024-12-25 14:15:00-05:00,1589.991076592727,11.173992180354148,2024-12-25 14:30:00-05:00,1590.7860721310233,0.7653,1579.6121,48.69,4868.44,2024-12-25 14:45:00-05:00,1614.5722,TP,18.2025,1.0,17.2025,0.003533,True,all
28,NVDA,A,LONG,2025-01-03 15:30:00-05:00,1646.2255541844577,13.691918012812051,2025-01-03 15:45:00-05:00,1647.0486669615498,0.7416,1633.3567,48.86,4884.64,2025-01-03 15:45:00-05:00,1650.0481,EOD,2.2243,1.0,1.2243,0.000251,True,all
29,NVDA,A,LONG,2025-01-07 11:15:00-05:00,1724.7647993981973,13.631347946443062,2025-01-07 11:30:00-05:00,1725.6271817978964,0.7078,1711.9958,48.86,4884.87,2025-01-07 12:15:00-05:00,1753.5516,TP,19.766,1.0,18.766,0.003842,True,all
30,NVDA,A,LONG,2025-01-09 12:45:00-05:00,1803.8719704919272,14.600547688749447,2025-01-09 13:00:00-05:00,1804.773906477173,0.6793,1790.1734,49.04,4902.63,2025-01-09 13:45:00-05:00,1832.7949,TP,19.0335,1.0,18.0335,0.003678,True,all
31,NVDA,A,LONG,2025-01-10 11:00:00-05:00,1819.9721326506983,13.444337676105805,2025-01-10 11:15:00-05:00,1820.8821187170236,0.6756,1807.4378,49.21,4919.66,2025-01-10 11:30:00-05:00,1806.5341,SL,-9.6934,1.0,-10.6934,-0.002174,False,all
32,NVDA,A,SHORT,2025-01-22 15:45:00-05:00,1661.4406566153577,13.689721375195518,2025-01-23 09:30:00-05:00,1660.6099362870502,0.739,1674.2997,49.09,4907.97,2025-01-23 11:00:00-05:00,1675.1368,SL,-10.7358,1.0,-11.7358,-0.002391,False,all
33,NVDA,A,LONG,2025-01-28 11:30:00-05:00,1860.9078524754564,13.289625503030368,2025-01-28 11:45:00-05:00,1861.838306401694,0.6574,1848.5487,48.96,4895.24,2025-01-28 12:00:00-05:00,1847.6244,SL,-9.3449,1.0,-10.3449,-0.002113,False,all
34,NVDA,A,LONG,2025-01-28 12:45:00-05:00,1867.013194179724,13.701022065283098,2025-01-28 13:00:00-05:00,1867.9467007768137,0.6538,1854.2457,48.85,4883.89,2025-01-28 15:00:00-05:00,1895.7603,TP,18.1839,1.0,17.1839,0.003518,True,all
35,NVDA,A,LONG,2025-02-06 09:30:00-05:00,1910.8308387339846,13.39962797083378,2025-02-06 09:45:00-05:00,1911.7862541533516,0.6409,1898.3866,49.01,4900.07,2025-02-06 10:00:00-05:00,1897.4374,SL,-9.1962,1.0,-10.1962,-0.002081,False,all
36,NVDA,A,LONG,2025-02-10 11:15:00-05:00,1998.8867375362217,13.55535344736225,2025-02-10 11:30:00-05:00,1999.8861809049897,0.6113,1986.3308,48.9,4888.88,2025-02-10 13:00:00-05:00,1985.3377,SL,-8.8931,1.0,-9.8931,-0.002024,False,all
37,NVDA,A,LONG,2025-02-12 12:00:00-05:00,2008.8596515379847,15.209459318031245,2025-02-12 12:15:00-05:00,2009.8640813637537,0.6069,1994.6546,48.79,4877.99,2025-02-12 14:45:00-05:00,1993.6573,SL,-9.8356,1.0,-10.8356,-0.002221,False,all
38,NVDA,A,LONG,2025-02-25 13:00:00-05:00,2272.968509510242,15.629355379302163,2025-02-25 13:15:00-05:00,2274.104993764997,0.5351,2258.4756,48.67,4866.15,2025-02-25 14:15:00-05:00,2257.3464,SL,-8.9669,1.0,-9.9669,-0.002048,False,all
39,NVDA,A,LONG,2025-02-27 11:15:00-05:00,2284.6575935551627,17.451723502910383,2025-02-27 11:30:00-05:00,2285.79992235194,0.5311,2268.3482,48.56,4855.18,2025-02-27 11:45:00-05:00,2267.214,SL,-9.8714,1.0,-10.8714,-0.002239,False,all
40,NVDA,A,LONG,2025-02-28 13:30:00-05:00,2429.3985867232836,17.405914772905568,2025-02-28 13:45:00-05:00,2430.6132860166454,0.4983,2413.2074,48.44,4843.31,2025-02-28 15:30:00-05:00,2463.0652,TP,16.1695,1.0,15.1695,0.003132,True,all
41,NVDA,A,LONG,2025-03-06 11:30:00-05:00,2577.2006906167057,20.5412859593143,2025-03-06 11:45:00-05:00,2578.489290962014,0.4711,2557.948,48.58,4857.48,2025-03-06 12:30:00-05:00,2556.669,SL,-10.2786,1.0,-11.2786,-0.002322,False,all
42,NVDA,A,LONG,2025-03-06 13:00:00-05:00,2587.9419960290493,20.05822461275222,2025-03-06 13:15:00-05:00,2589.2359670270635,0.4679,2569.1777,48.46,4845.2,2025-03-06 14:45:00-05:00,2625.2846,TP,16.8678,1.0,15.8678,0.003275,True,all
43,NVDA,A,LONG,2025-03-07 10:45:00-05:00,2671.4092443862683,17.993476996747294,2025-03-07 11:00:00-05:00,2672.7449490084614,0.4547,2654.7515,48.61,4860.07,2025-03-07 12:15:00-05:00,2653.4241,SL,-8.785,1.0,-9.785,-0.002013,False,all
44,NVDA,A,LONG,2025-03-07 14:30:00-05:00,2704.3047492970118,19.881161222568558,2025-03-07 14:45:00-05:00,2705.6569016716603,0.4482,2685.7757,48.5,4849.29,2025-03-07 15:45:00-05:00,2684.4329,SL,-9.5118,1.0,-10.5118,-0.002168,False,all
45,NVDA,A,LONG,2025-03-12 13:15:00-04:00,2845.385662810081,23.93057057980787,2025-03-12 13:30:00-04:00,2846.808355641486,0.4249,2822.8778,48.39,4837.77,2025-03-12 14:00:00-04:00,2892.406,TP,19.3758,1.0,18.3758,0.003798,True,all
46,NVDA,A,LONG,2025-03-21 14:30:00-04:00,2838.8115944111587,18.261386147169556,2025-03-21 14:45:00-04:00,2840.231000208364,0.4274,2821.9696,48.56,4855.15,2025-03-21 15:15:00-04:00,2820.5586,SL,-8.4088,1.0,-9.4088,-0.001938,False,all
47,NVDA,A,SHORT,2025-03-27 11:15:00-04:00,2672.9927613907753,22.207515535148268,2025-03-27 11:30:00-04:00,2671.65626501008,0.4534,2693.8638,48.46,4844.74,2025-03-27 13:30:00-04:00,2630.3825,TP,18.7152,1.0,17.7152,0.003657,True,all
48,NVDA,A,LONG,2025-04-01 11:00:00-04:00,2882.6834312685887,20.50831547936997,2025-04-01 11:15:00-04:00,2884.124772984223,0.4215,2863.6165,48.62,4861.46,2025-04-01 12:15:00-04:00,2862.1846,SL,-9.2474,1.0,-10.2474,-0.002108,False,all
49,NVDA,A,SHORT,2025-04-18 10:15:00-04:00,2894.7816992521102,20.98571849256702,2025-04-18 10:30:00-04:00,2893.334308402484,0.4192,2914.32,48.51,4850.21,2025-04-18 13:15:00-04:00,2854.8068,TIME,16.1496,1.0,15.1496,0.003123,True,all
50,NVDA,A,SHORT,2025-04-22 10:45:00-04:00,2857.781304520735,21.206023146727688,2025-04-22 11:00:00-04:00,2856.3524138684747,0.4258,2877.5584,48.65,4864.36,2025-04-22 13:15:00-04:00,2878.9972,SL,-9.643,1.0,-10.643,-0.002188,False,all
51,NVDA,A,LONG,2025-05-08 09:45:00-04:00,2912.9003745605905,24.499550924240996,2025-05-08 10:00:00-04:00,2914.3568247478706,0.4164,2889.8573,48.54,4852.71,2025-05-08 10:15:00-04:00,2888.4123,SL,-10.8023,1.0,-11.8023,-0.002432,False,all
52,NVDA,A,SHORT,2025-05-23 12:15:00-04:00,2774.7189167761258,24.220813393791367,2025-05-23 12:30:00-04:00,2773.331557317738,0.4364,2797.5524,48.41,4839.91,2025-05-23 14:45:00-04:00,2730.9862,TP,18.4787,1.0,17.4787,0.003611,True,all
53,NVDA,A,LONG,2025-05-28 14:30:00-04:00,2870.508717551749,21.336564329378934,2025-05-28 14:45:00-04:00,2871.943971910525,0.4228,2850.6074,48.57,4856.39,2025-05-28 15:45:00-04:00,2865.6522,EOD,-2.6604,1.0,-3.6604,-0.000754,False,all
54,NVDA,A,LONG,2025-05-30 12:00:00-04:00,2890.5344698947106,20.806684095902096,2025-05-30 12:15:00-04:00,2891.9797371296577,0.4195,2871.1731,48.53,4851.73,2025-05-30 15:00:00-04:00,2896.2082,TIME,1.7738,1.0,0.7738,0.000159,True,all
55,NVDA,A,LONG,2025-06-13 12:30:00-04:00,3182.780718498439,24.14284389313803,2025-06-13 12:45:00-04:00,3184.372108857688,0.381,3160.2293,48.53,4851.5,2025-06-13 15:30:00-04:00,3158.6492,SL,-9.7995,1.0,-10.7995,-0.002226,False,all
56,NVDA,A,LONG,2025-06-16 12:30:00-04:00,3196.7515086135877,20.804111729950186,2025-06-16 12:45:00-04:00,3198.3498843678944,0.3784,3177.5458,48.41,4839.71,2025-06-16 13:00:00-04:00,3175.957,SL,-8.4729,1.0,-9.4729,-0.001957,False,all
57,NVDA,A,LONG,2025-06-23 11:30:00-04:00,3431.799074165021,25.070455595798933,2025-06-23 11:45:00-04:00,3433.5149737021034,0.3517,3408.4445,48.3,4829.23,2025-06-23 12:15:00-04:00,3486.6236,TP,18.6781,1.0,17.6781,0.003661,True,all
58,NVDA,A,LONG,2025-07-01 12:45:00-04:00,3571.1827465575598,27.918031873248715,2025-07-01 13:00:00-04:00,3572.9683379308385,0.3391,3545.0503,48.47,4845.91,2025-07-01 15:45:00-04:00,3565.9064,TIME,-2.395,1.0,-3.395,-0.000701,False,all
59,NVDA,A,LONG,2025-07-07 12:15:00-04:00,3846.662908166464,26.80665813932472,2025-07-07 12:30:00-04:00,3848.586239620547,0.3146,3821.7796,48.43,4841.52,2025-07-07 12:30:00-04:00,3819.8687,SL,-9.0335,1.0,-10.0335,-0.002072,False,all
60,NVDA,A,LONG,2025-07-09 10:00:00-04:00,4035.8711147124673,32.81761484437107,2025-07-09 10:15:00-04:00,4037.889050269823,0.2991,4005.0714,48.31,4830.48,2025-07-09 11:30:00-04:00,4003.0689,SL,-10.4159,1.0,-11.4159,-0.002363,False,all
61,NVDA,A,LONG,2025-07-10 14:30:00-04:00,4014.695661961709,29.94209525433178,2025-07-10 14:45:00-04:00,4016.7030097926895,0.2999,3986.7609,48.19,4818.07,2025-07-10 14:45:00-04:00,3984.7675,SL,-9.5787,1.0,-10.5787,-0.002196,False,all
62,NVDA,A,LONG,2025-07-15 15:00:00-04:00,4097.3560370967825,29.35775378034287,2025-07-15 15:15:00-04:00,4099.404715115331,0.2932,4070.047,48.07,4806.49,2025-07-15 15:45:00-04:00,4108.0767,EOD,2.5425,1.0,1.5425,0.000321,True,all
63,NVDA,A,LONG,2025-07-16 14:30:00-04:00,4097.732309616725,31.843866992211694,2025-07-16 14:45:00-04:00,4099.781175771533,0.2932,4067.9373,48.08,4807.03,2025-07-16 15:30:00-04:00,4158.559,TP,17.233,1.0,16.233,0.003377,True,all
64,NVDA,A,LONG,2025-07-21 15:15:00-04:00,4215.9305431730145,32.087314411190775,2025-07-21 15:30:00-04:00,4218.038508444601,0.2859,4185.9512,48.23,4822.26,2025-07-21 15:45:00-04:00,4203.3473,EOD,-4.1998,1.0,-5.1998,-0.001078,False,all
65,NVDA,A,LONG,2025-07-22 10:00:00-04:00,4249.094040869502,31.941863314787728,2025-07-22 10:15:00-04:00,4251.218587889937,0.2833,4219.2767,48.17,4816.06,2025-07-22 10:15:00-04:00,4217.1671,SL,-9.646,1.0,-10.646,-0.002211,False,all
66,NVDA,A,LONG,2025-07-28 13:00:00-04:00,4364.380819423777,31.202988493221234,2025-07-28 13:15:00-04:00,4366.563009833489,0.2751,4335.36,48.05,4804.42,2025-07-28 13:30:00-04:00,4334.6651,SL,-8.7759,1.0,-9.7759,-0.002035,False,all
67,NVDA,A,LONG,2025-08-14 11:30:00-04:00,5055.651123254638,41.45531925272916,2025-08-14 11:45:00-04:00,5058.178948816265,0.237,5016.7236,47.95,4793.64,2025-08-14 12:15:00-04:00,5139.249,TP,19.2116,1.0,18.2116,0.003799,True,all
68,NVDA,A,SHORT,2025-08-26 15:30:00-04:00,5198.144113391141,42.603639572025614,2025-08-26 15:45:00-04:00,5195.545041334446,0.2315,5238.1487,48.12,4810.85,2025-08-26 15:45:00-04:00,5217.266,EOD,-5.0292,1.0,-6.0292,-0.001253,False,all
69,NVDA,A,SHORT,2025-08-28 11:45:00-04:00,5183.672693991453,45.096860036738725,2025-08-28 12:00:00-04:00,5181.080857644458,0.2318,5226.1777,48.05,4803.82,2025-08-28 14:45:00-04:00,5115.9859,TP,15.0919,1.0,14.0919,0.002933,True,all
70,NVDA,A,SHORT,2025-08-29 12:30:00-04:00,4989.020692059914,33.02807345912347,2025-08-29 12:45:00-04:00,4986.526181713884,0.2415,5019.5543,48.18,4816.92,2025-08-29 13:30:00-04:00,5022.064,SL,-8.584,1.0,-9.584,-0.00199,False,all
71,NVDA,A,LONG,2025-09-04 10:15:00-04:00,5540.1599469425455,44.437608784518815,2025-09-04 10:30:00-04:00,5542.930026916017,0.2168,5498.4924,48.07,4806.33,2025-09-04 10:30:00-04:00,5495.7432,SL,-10.2312,1.0,-11.2312,-0.002337,False,all
72,NVDA,A,LONG,2025-09-04 15:45:00-04:00,5607.489500541307,44.064178519702224,2025-09-05 09:30:00-04:00,5610.2932452915775,0.2137,5566.2291,47.95,4794.1,2025-09-05 10:30:00-04:00,5563.446,SL,-10.0101,1.0,-11.0101,-0.002297,False,all
73,NVDA,A,SHORT,2025-09-09 09:30:00-04:00,5200.847694768737,40.95934773052658,2025-09-09 09:45:00-04:00,5198.2472709213525,0.23,5239.2066,47.83,4782.09,2025-09-09 10:30:00-04:00,5241.8262,SL,-10.0246,1.0,-11.0246,-0.002305,False,all
74,NVDA,A,SHORT,2025-09-12 10:15:00-04:00,5040.478792902463,43.981891106086536,2025-09-12 10:30:00-04:00,5037.958553506012,0.2368,5081.9404,47.71,4770.07,2025-09-12 11:45:00-04:00,4947.2082,TP,21.4857,1.0,20.4857,0.004295,True,all
75,NVDA,A,SHORT,2025-10-07 12:15:00-04:00,4934.263742582885,39.46347657906927,2025-10-07 12:30:00-04:00,4931.796610711594,0.2428,4971.2601,47.91,4789.55,2025-10-07 12:45:00-04:00,4973.7457,SL,-10.1869,1.0,-11.1869,-0.002336,False,all
76,NVDA,A,SHORT,2025-10-07 13:15:00-04:00,4977.1779540786265,42.571888355842404,2025-10-07 13:30:00-04:00,4974.689365101587,0.2401,5017.2613,47.78,4777.36,2025-10-07 14:00:00-04:00,5019.7699,SL,-10.8254,1.0,-11.8254,-0.002475,False,all
77,NVDA,A,LONG,2025-10-13 11:15:00-04:00,5179.244986729414,39.59807114112969,2025-10-13 11:30:00-04:00,5181.834609222778,0.2299,5142.2365,47.66,4764.54,2025-10-13 11:45:00-04:00,5272.235,TP,20.7845,1.0,19.7845,0.004152,True,all
78,NVDA,A,LONG,2025-10-20 11:15:00-04:00,6222.711946205081,50.93307261782318,2025-10-20 11:30:00-04:00,6225.823302178183,0.1921,6174.8902,47.84,4783.32,2025-10-20 13:30:00-04:00,6337.017,TP,21.3621,1.0,20.3621,0.004257,True,all
79,NVDA,A,LONG,2025-10-22 13:00:00-04:00,6291.897702752926,45.3543334916589,2025-10-22 13:15:00-04:00,6295.043651604303,0.1908,6249.6893,48.04,4802.69,2025-10-22 14:30:00-04:00,6377.3151,TP,15.6951,1.0,14.6951,0.00306,True,all
80,NVDA,A,SHORT,2025-11-04 10:15:00-05:00,6078.866877907136,47.237877949696816,2025-11-04 10:30:00-05:00,6075.827444468183,0.1982,6123.0653,48.17,4816.38,2025-11-04 11:00:00-05:00,6126.1269,SL,-9.9703,1.0,-10.9703,-0.002278,False,all
81,NVDA,A,LONG,2025-11-19 10:00:00-05:00,6293.091868077234,42.486374376204026,2025-11-19 10:15:00-05:00,6296.238414011272,0.1908,6253.752,48.05,4804.41,2025-11-19 11:00:00-05:00,6381.7199,TP,16.3103,1.0,15.3103,0.003187,True,all
82,NVDA,A,LONG,2025-11-19 15:15:00-05:00,6564.311298272145,50.78423520777054,2025-11-19 15:30:00-05:00,6567.59345392128,0.1835,6516.8092,48.2,4818.72,2025-11-19 15:45:00-05:00,6649.3283,EOD,14.9956,1.0,13.9956,0.002904,True,all
83,NVDA,A,LONG,2025-12-01 11:15:00-05:00,7225.103772298704,51.470126657278456,2025-12-01 11:30:00-05:00,7228.716324184853,0.1671,7177.2462,48.33,4831.72,2025-12-01 12:15:00-05:00,7331.2299,TP,17.1337,1.0,16.1337,0.003339,True,all
84,NVDA,A,LONG,2025-12-02 10:15:00-05:00,7487.455948139323,56.988546711424405,2025-12-02 10:30:00-05:00,7491.199676113391,0.1618,7434.2111,48.48,4846.85,2025-12-02 10:30:00-05:00,7430.494,SL,-9.8213,1.0,-10.8213,-0.002233,False,all
85,NVDA,A,LONG,2025-12-02 14:15:00-05:00,7534.3810219887,61.00701640562924,2025-12-02 14:30:00-05:00,7538.148212499694,0.1604,7477.1412,48.36,4835.03,2025-12-02 14:45:00-05:00,7473.4026,SL,-10.3842,1.0,-11.3842,-0.002355,False,all
86,NVDA,A,LONG,2025-12-12 12:45:00-05:00,8860.4229846432,68.85957802296942,2025-12-12 13:00:00-05:00,8864.853196135522,0.136,8795.9936,48.24,4822.64,2025-12-12 13:45:00-05:00,8992.5311,TP,17.3684,1.0,16.3684,0.003394,True,all
87,NVDA,A,SHORT,2025-12-22 15:00:00-05:00,8084.627111737472,64.13327174788795,2025-12-22 15:15:00-05:00,8080.584798181603,0.1497,8144.7181,48.39,4838.01,2025-12-22 15:45:00-05:00,7986.5312,EOD,14.0809,1.0,13.0809,0.002704,True,all
88,NVDA,A,SHORT,2025-12-24 14:15:00-05:00,8164.1696369298525,57.129418937866824,2025-12-24 14:30:00-05:00,8160.087552111388,0.1486,8217.217,48.51,4850.09,2025-12-24 14:30:00-05:00,8221.3256,SL,-9.1014,1.0,-10.1014,-0.002083,False,all
89,NVDA,A,SHORT,2025-12-30 15:45:00-05:00,7851.107015438826,64.28788914281243,2025-12-31 09:30:00-05:00,7847.181461931107,0.1542,7911.4694,48.4,4838.99,2025-12-31 09:30:00-05:00,7915.4251,SL,-10.5228,1.0,-11.5228,-0.002381,False,all
90,NVDA,A,SHORT,2026-01-05 11:45:00-05:00,7702.46024681973,53.05795610968882,2026-01-05 12:00:00-05:00,7698.60901669632,0.1568,7751.667,48.27,4826.47,2026-01-05 14:30:00-05:00,7595.2833,TP,16.1978,1.0,15.1978,0.003149,True,all
91,NVDA,A,SHORT,2026-01-07 14:45:00-05:00,7157.808669485231,58.60306839807298,2026-01-07 15:00:00-05:00,7154.229765150489,0.1692,7212.8328,48.42,4840.67,2026-01-07 15:45:00-05:00,7099.836,EOD,9.2028,1.0,8.2028,0.001695,True,all
92,NVDA,A,SHORT,2026-01-08 15:45:00-05:00,6767.879732252501,54.40545717542358,2026-01-09 09:30:00-05:00,6764.495792386375,0.1792,6818.9012,48.49,4847.87,2026-01-09 09:30:00-05:00,6822.3107,SL,-10.3606,1.0,-11.3606,-0.002343,False,all
93,NVDA,A,SHORT,2026-01-09 10:30:00-05:00,6706.793070800923,55.91868507412442,2026-01-09 10:45:00-05:00,6703.439674265523,0.1804,6759.3584,48.37,4835.51,2026-01-09 11:30:00-05:00,6762.738,SL,-10.6959,1.0,-11.6959,-0.002419,False,all
94,NVDA,A,SHORT,2026-01-12 14:15:00-05:00,6842.230268142221,58.783123711763444,2026-01-12 14:30:00-05:00,6838.80915300815,0.1763,6897.5923,48.24,4822.81,2026-01-12 15:30:00-05:00,6901.0411,SL,-10.974,1.0,-11.974,-0.002483,False,all
95,NVDA,A,SHORT,2026-01-14 14:15:00-05:00,6756.60352858236,53.66587108142918,2026-01-14 14:30:00-05:00,6753.225226818069,0.1781,6806.8911,48.11,4809.84,2026-01-14 15:00:00-05:00,6810.2945,SL,-10.1637,1.0,-11.1637,-0.002321,False,all
96,NVDA,A,SHORT,2026-01-28 13:15:00-05:00,6770.451299388729,53.16419424987881,2026-01-28 13:30:00-05:00,6767.066073739035,0.1773,6820.2303,47.99,4797.68,2026-01-28 15:45:00-05:00,6771.2379,EOD,-0.7396,1.0,-1.7396,-0.000363,False,all
