trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
12,NVDA,C,LONG,2023-08-09 10:00:00-04:00,43.53,0.2750842108254296,2023-08-09 10:15:00-04:00,43.601789999999994,28.5965,43.3267,49.87,4986.44,2023-08-09 10:15:00-04:00,43.305,SL,-8.4859,1.0,-9.4859,-0.001902,False,all
13,NVDA,C,SHORT,2023-08-30 10:00:00-04:00,49.35,0.30671231208660815,2023-08-30 10:15:00-04:00,49.345315,25.2149,49.652,49.77,4975.95,2023-08-30 10:15:00-04:00,48.8944,BB_MID,11.3689,1.0,10.3689,0.002084,True,all
14,NVDA,C,SHORT,2023-08-30 10:30:00-04:00,49.3,0.3450223507277391,2023-08-30 10:45:00-04:00,49.23537,25.3188,49.5804,49.86,4985.32,2023-08-30 10:45:00-04:00,49.6052,SL,-9.3632,1.0,-10.3632,-0.002079,False,all
15,NVDA,C,LONG,2023-09-08 10:45:00-04:00,45.35,0.28925566151675736,2023-09-08 11:00:00-04:00,45.322649999999996,27.4419,45.0334,49.75,4973.96,2023-09-08 11:30:00-04:00,45.753,TP,11.8093,1.0,10.8093,0.002173,True,all
16,NVDA,C,LONG,2023-09-15 09:45:00-04:00,44.89,0.21369652484563126,2023-09-15 10:00:00-04:00,44.992484999999995,27.6978,44.7788,49.85,4983.77,2023-09-15 10:00:00-04:00,44.7564,SL,-6.5391,1.0,-7.5391,-0.001513,False,all
17,NVDA,C,LONG,2023-09-19 09:30:00-04:00,43.57,0.2291669563973066,2023-09-19 09:45:00-04:00,43.691835,28.4734,43.4627,49.76,4975.23,2023-09-19 09:45:00-04:00,43.4409,SL,-7.1439,1.0,-8.1439,-0.001637,False,all
18,NVDA,C,LONG,2023-09-19 10:00:00-04:00,43.48,0.23443477362829032,2023-09-19 10:15:00-04:00,43.50173999999999,28.5453,43.2673,49.67,4966.09,2023-09-19 10:30:00-04:00,43.2457,SL,-7.3096,1.0,-8.3096,-0.001673,False,all
19,NVDA,C,SHORT,2023-10-04 11:45:00-04:00,44.1,0.26358337988446434,2023-10-04 12:00:00-04:00,44.047965000000005,28.1385,44.3115,49.58,4956.78,2023-10-04 13:15:00-04:00,43.6618,BB_MID,10.8655,1.0,9.8655,0.00199,True,all
20,NVDA,C,LONG,2023-10-09 09:30:00-04:00,44.75,0.2288139727932923,2023-10-09 09:45:00-04:00,44.782379999999996,27.7265,44.5536,49.67,4965.64,2023-10-09 10:00:00-04:00,44.5313,SL,-6.9619,1.0,-7.9619,-0.001603,False,all
21,NVDA,C,SHORT,2023-10-11 09:30:00-04:00,46.33,0.19342835561391597,2023-10-11 09:45:00-04:00,46.31683,26.7596,46.5103,49.58,4956.68,2023-10-11 10:15:00-04:00,46.5335,SL,-5.7984,1.0,-6.7984,-0.001372,False,all
22,NVDA,C,SHORT,2023-10-11 10:30:00-04:00,46.51,0.2058467113881986,2023-10-11 10:45:00-04:00,46.49674,26.6141,46.7026,49.5,4948.88,2023-10-11 11:00:00-04:00,46.7259,SL,-6.0999,1.0,-7.0999,-0.001435,False,all
23,NVDA,C,LONG,2023-10-19 14:45:00-04:00,42.03,0.2844374503216017,2023-10-19 15:00:00-04:00,42.051015,29.3797,41.7666,49.42,4940.78,2023-10-19 15:45:00-04:00,42.079,EOD,0.8207,1.0,-0.1793,-3.6e-05,False,all
24,NVDA,C,LONG,2023-10-20 10:30:00-04:00,41.6,0.30609990855549174,2023-10-20 10:45:00-04:00,41.610795,29.6834,41.3047,49.41,4939.6,2023-10-20 10:45:00-04:00,41.284,SL,-9.6991,1.0,-10.6991,-0.002166,False,all
25,NVDA,C,SHORT,2023-10-23 09:45:00-04:00,41.94,0.2696167889026534,2023-10-23 10:00:00-04:00,41.909035,29.4024,42.1787,49.29,4927.9,2023-10-23 10:15:00-04:00,42.1997,SL,-8.5475,1.0,-9.5475,-0.001937,False,all
26,NVDA,C,LONG,2023-10-25 11:45:00-04:00,42.53,0.22653544310656323,2023-10-25 12:00:00-04:00,42.56126999999999,28.8899,42.3347,49.18,4917.36,2023-10-25 12:30:00-04:00,42.3136,SL,-7.1561,1.0,-8.1561,-0.001659,False,all
27,NVDA,C,SHORT,2023-11-01 15:00:00-04:00,42.01,0.24847159572147146,2023-11-01 15:15:00-04:00,41.998990000000006,29.2221,42.2475,49.09,4908.2,2023-11-01 15:30:00-04:00,42.2686,SL,-7.8781,1.0,-8.8781,-0.001809,False,all
28,NVDA,C,SHORT,2023-11-03 10:45:00-04:00,44.44,0.24826391298707198,2023-11-03 11:00:00-04:00,44.41778,27.5752,44.666,48.99,4898.32,2023-11-03 11:45:00-04:00,44.6884,SL,-7.4618,1.0,-8.4618,-0.001727,False,all
29,NVDA,C,SHORT,2023-11-08 11:00:00-05:00,46.48,0.189016160929356,2023-11-08 11:15:00-05:00,46.486745,26.2971,46.6758,48.9,4888.86,2023-11-08 12:30:00-05:00,46.3932,TIME,2.4604,1.0,1.4604,0.000299,True,all
30,NVDA,C,SHORT,2023-11-13 10:00:00-05:00,48.96,0.2349424336791441,2023-11-13 10:15:00-05:00,48.935520000000004,24.9835,49.1705,48.9,4889.32,2023-11-13 11:30:00-05:00,48.9645,TIME,-0.7233,1.0,-1.7233,-0.000352,False,all
31,NVDA,C,SHORT,2023-11-14 09:45:00-05:00,49.41,0.2631500106934426,2023-11-14 10:00:00-05:00,49.385295,24.7422,49.6484,48.88,4886.6,2023-11-14 10:30:00-05:00,49.6733,SL,-7.1251,1.0,-8.1251,-0.001663,False,all
32,NVDA,C,SHORT,2023-11-16 12:30:00-05:00,49.25,0.23624240364816124,2023-11-16 12:45:00-05:00,49.225375,24.7762,49.4616,48.78,4877.47,2023-11-16 14:00:00-05:00,49.1245,TIME,2.4981,1.0,1.4981,0.000307,True,all
33,NVDA,C,LONG,2023-12-01 10:15:00-05:00,46.36,0.26266013200059524,2023-12-01 10:30:00-05:00,46.363170000000004,26.3084,46.1005,48.79,4877.97,2023-12-01 11:00:00-05:00,46.8034,TP,11.5815,1.0,10.5815,0.002169,True,all
34,NVDA,C,LONG,2023-12-04 09:45:00-05:00,45.63,0.24783500191475002,2023-12-04 10:00:00-05:00,45.6228,26.7879,45.375,48.89,4887.55,2023-12-04 10:15:00-05:00,45.3523,SL,-7.2467,1.0,-8.2467,-0.001687,False,all
35,NVDA,C,SHORT,2023-12-21 15:15:00-05:00,48.91,0.15879761002953113,2023-12-21 15:30:00-05:00,48.895540000000004,24.9476,49.0543,48.79,4878.3,2023-12-21 15:45:00-05:00,49.0045,EOD,-2.718,1.0,-3.718,-0.000762,False,all
36,NVDA,C,SHORT,2023-12-29 09:30:00-05:00,49.92,0.13275715162825852,2023-12-29 09:45:00-05:00,49.89504,24.4242,50.0278,48.75,4873.59,2023-12-29 10:30:00-05:00,49.4447,BB_MID,10.9989,1.0,9.9989,0.002052,True,all
37,NVDA,C,SHORT,2024-01-05 09:30:00-05:00,48.6,0.19435776128994758,2024-01-05 09:45:00-05:00,48.55571,25.1442,48.7501,48.84,4882.58,2024-01-05 10:00:00-05:00,48.7744,SL,-5.4999,1.0,-6.4999,-0.001331,False,all
38,NVDA,C,LONG,2024-01-11 11:00:00-05:00,53.75,0.34938210379330464,2024-01-11 11:15:00-05:00,53.71684499999999,22.6935,53.3675,48.76,4875.08,2024-01-11 12:30:00-05:00,54.2269,TP,11.5746,1.0,10.5746,0.002169,True,all
39,NVDA,C,LONG,2024-01-17 09:30:00-05:00,55.5,0.2599910142473,2024-01-17 09:45:00-05:00,55.50773999999999,22.0044,55.2477,48.86,4884.66,2024-01-17 09:45:00-05:00,55.2201,SL,-6.3288,1.0,-7.3288,-0.0015,False,all
40,NVDA,C,LONG,2024-01-17 10:00:00-05:00,55.3,0.3034106194275193,2024-01-17 10:15:00-05:00,55.32764999999999,22.0384,55.0242,48.77,4876.33,2024-01-17 11:15:00-05:00,55.853,TP,11.5776,1.0,10.5776,0.002169,True,all
41,NVDA,C,SHORT,2024-02-16 09:30:00-05:00,73.62,0.40085063543174343,2024-02-16 09:45:00-05:00,73.66315,16.5853,74.064,48.87,4885.91,2024-02-16 09:45:00-05:00,73.0565,BB_MID,10.0613,1.0,9.0613,0.001855,True,all
42,NVDA,C,SHORT,2024-02-16 11:00:00-05:00,73.78,0.48988398020245416,2024-02-16 11:15:00-05:00,73.80308000000001,16.5812,74.293,48.95,4893.97,2024-02-16 12:30:00-05:00,73.8369,TIME,-0.5608,1.0,-1.5608,-0.000319,False,all
43,NVDA,C,SHORT,2024-02-29 09:30:00-05:00,79.33,0.42482304664900966,2024-02-29 09:45:00-05:00,79.390285,15.4062,79.8151,48.92,4891.41,2024-02-29 11:00:00-05:00,79.3196,TIME,1.0884,1.0,0.0884,1.8e-05,True,all
44,NVDA,C,SHORT,2024-03-01 09:30:00-05:00,80.24,0.4146270601913771,2024-03-01 09:45:00-05:00,80.17989,15.2516,80.5945,48.91,4890.5,2024-03-01 10:00:00-05:00,80.6348,SL,-6.9383,1.0,-7.9383,-0.001623,False,all
45,NVDA,C,SHORT,2024-03-01 10:15:00-05:00,80.78,0.43357348806138984,2024-03-01 10:30:00-05:00,80.709625,15.1238,81.1432,48.83,4881.56,2024-03-01 10:45:00-05:00,81.1838,SL,-7.1709,1.0,-8.1709,-0.001674,False,all
46,NVDA,C,SHORT,2024-03-18 09:30:00-04:00,91.64,0.8227867501200461,2024-03-18 09:45:00-04:00,91.59418000000001,13.3016,92.417,48.73,4872.39,2024-03-18 10:15:00-04:00,90.7236,TP,11.5804,1.0,10.5804,0.002171,True,all
47,NVDA,C,LONG,2024-03-26 15:15:00-04:00,93.97,0.4295687337916583,2024-03-26 15:30:00-04:00,94.08702,12.9746,93.6575,48.83,4881.97,2024-03-26 15:30:00-04:00,93.6106,SL,-6.1811,1.0,-7.1811,-0.001471,False,all
48,NVDA,C,SHORT,2024-04-01 09:30:00-04:00,91.94,0.4728766160173571,2024-04-01 09:45:00-04:00,92.05395,13.2389,92.5268,48.75,4873.79,2024-04-01 10:45:00-04:00,91.179,TP,11.5837,1.0,10.5837,0.002172,True,all
49,NVDA,C,SHORT,2024-04-03 10:15:00-04:00,90.19,0.47014805308164404,2024-04-03 10:30:00-04:00,90.27484,13.5264,90.745,48.84,4883.37,2024-04-03 11:45:00-04:00,89.5848,BB_MID,9.3342,1.0,8.3342,0.001707,True,all
50,NVDA,C,LONG,2024-04-08 12:00:00-04:00,87.02,0.43925771500508987,2024-04-08 12:15:00-04:00,87.08352000000001,14.0431,86.6443,48.92,4890.71,2024-04-08 13:30:00-04:00,86.9465,TIME,-1.9241,1.0,-2.9241,-0.000598,False,all
51,NVDA,C,LONG,2024-04-12 10:30:00-04:00,88.74,0.4925265091858195,2024-04-12 10:45:00-04:00,88.70433,13.7755,88.2118,48.88,4886.78,2024-04-12 12:00:00-04:00,88.8356,TIME,1.8078,1.0,0.8078,0.000165,True,all
52,NVDA,C,LONG,2024-04-15 13:15:00-04:00,86.92,0.5600219997052104,2024-04-15 13:30:00-04:00,86.80338,14.0766,86.2434,48.88,4886.59,2024-04-15 14:45:00-04:00,86.7766,TIME,-0.3771,1.0,-1.3771,-0.000282,False,all
53,NVDA,C,LONG,2024-04-24 11:30:00-04:00,81.49,0.6191819277168192,2024-04-24 11:45:00-04:00,81.48071999999999,14.9889,80.8615,48.85,4884.21,2024-04-24 11:45:00-04:00,80.8211,SL,-9.8868,1.0,-10.8868,-0.002229,False,all
54,NVDA,C,LONG,2024-04-29 09:30:00-04:00,85.47,0.6832862672470496,2024-04-29 09:45:00-04:00,85.46271,14.2557,84.7794,48.73,4872.32,2024-04-29 09:45:00-04:00,86.2742,TP,11.5681,1.0,10.5681,0.002169,True,all
55,NVDA,C,SHORT,2024-05-14 11:15:00-04:00,91.16,0.41675498519100745,2024-05-14 11:30:00-04:00,91.12441500000001,13.3962,91.5412,48.83,4881.89,2024-05-14 12:45:00-04:00,90.8554,TIME,3.6037,1.0,2.6037,0.000533,True,all
56,NVDA,C,SHORT,2024-05-20 09:30:00-04:00,94.54,0.5119228552994197,2024-05-20 09:45:00-04:00,94.57269000000001,12.912,95.0846,48.84,4883.5,2024-05-20 10:00:00-04:00,95.1322,SL,-7.2238,1.0,-8.2238,-0.001684,False,all
57,NVDA,C,LONG,2024-05-22 13:30:00-04:00,94.31,0.3325806964953165,2024-05-22 13:45:00-04:00,94.35715499999999,12.9171,94.0246,48.75,4874.27,2024-05-22 13:45:00-04:00,93.9776,SL,-4.9032,1.0,-5.9032,-0.001211,False,all
58,NVDA,C,LONG,2024-06-24 09:30:00-04:00,123.01,1.3597631992452468,2024-06-24 09:45:00-04:00,122.98646249999999,9.8961,121.6267,48.68,4867.37,2024-06-24 09:45:00-04:00,121.5659,SL,-14.0582,1.0,-15.0582,-0.003094,False,all
59,NVDA,C,LONG,2024-06-24 10:15:00-04:00,120.81,1.446133290357802,2024-06-24 10:30:00-04:00,120.850395,10.0378,119.4043,48.52,4851.31,2024-06-24 10:30:00-04:00,119.3446,SL,-15.1153,1.0,-16.1153,-0.003322,False,all
60,NVDA,C,SHORT,2024-07-03 10:45:00-04:00,125.35,0.8945059751917297,2024-07-03 11:00:00-04:00,125.29732000000001,9.6474,126.1918,48.35,4834.2,2024-07-03 11:15:00-04:00,125.9868,SL,-6.6514,1.0,-7.6514,-0.001583,False,all
61,NVDA,C,SHORT,2024-07-03 11:30:00-04:00,126.41,0.9125363073965856,2024-07-03 11:45:00-04:00,126.39677,9.5464,127.3093,48.27,4825.54,2024-07-03 11:45:00-04:00,127.373,SL,-9.3191,1.0,-10.3191,-0.002138,False,all
62,NVDA,C,SHORT,2024-07-12 10:45:00-04:00,130.87,1.186612091624227,2024-07-12 11:00:00-04:00,130.764585,9.2059,131.9512,48.15,4814.23,2024-07-12 12:15:00-04:00,130.085,TIME,6.2561,1.0,5.2561,0.001092,True,all
63,NVDA,C,LONG,2024-07-16 09:45:00-04:00,126.13,0.9717811697900854,2024-07-16 10:00:00-04:00,126.24309,9.544,125.2713,48.19,4818.48,2024-07-16 10:00:00-04:00,125.2087,SL,-9.8725,1.0,-10.8725,-0.002256,False,all
64,NVDA,C,SHORT,2024-07-31 09:30:00-04:00,112.525,1.752505357779025,2024-07-31 09:45:00-04:00,112.48872750000001,10.6846,114.2412,48.08,4806.61,2024-07-31 09:45:00-04:00,114.2984,SL,-19.3352,1.0,-20.3352,-0.004231,False,all
65,NVDA,C,SHORT,2024-07-31 14:30:00-04:00,117.27,1.2031249147156002,2024-07-31 14:45:00-04:00,117.10142,10.2182,118.3045,47.86,4785.27,2024-07-31 14:45:00-04:00,118.3637,SL,-12.8982,1.0,-13.8982,-0.002904,False,all
66,NVDA,C,LONG,2024-08-05 09:45:00-04:00,99.44,2.5748424537611787,2024-08-05 10:00:00-04:00,99.60978,11.9752,97.0349,47.71,4770.38,2024-08-05 10:15:00-04:00,99.0622,SL,-6.5577,1.0,-7.5577,-0.001584,False,all
67,NVDA,C,SHORT,2024-08-14 11:15:00-04:00,117.17,1.0253358777996335,2024-08-14 11:30:00-04:00,117.151395,10.1638,118.1767,47.63,4761.82,2024-08-14 11:45:00-04:00,118.2358,SL,-11.0219,1.0,-12.0219,-0.002525,False,all
68,NVDA,C,SHORT,2024-08-21 10:30:00-04:00,128.98,0.8728317254526502,2024-08-21 10:45:00-04:00,128.965485,9.2075,129.8383,47.5,4748.8,2024-08-21 11:30:00-04:00,127.8439,BB_MID,10.3271,1.0,9.3271,0.001964,True,all
69,NVDA,C,LONG,2024-09-16 09:30:00-04:00,116.08,0.8440607978757423,2024-09-16 09:45:00-04:00,116.09802,10.2459,115.254,47.58,4757.12,2024-09-16 10:00:00-04:00,117.2004,TP,11.2946,1.0,10.2946,0.002164,True,all
70,NVDA,C,SHORT,2024-09-19 09:30:00-04:00,118.28,1.3875259005687839,2024-09-19 09:45:00-04:00,118.22086,10.0816,119.6084,47.67,4766.42,2024-09-19 10:00:00-04:00,118.8714,SL,-6.5582,1.0,-7.5582,-0.001586,False,all
71,NVDA,C,SHORT,2024-09-24 09:45:00-04:00,117.25,0.5124119899939553,2024-09-24 10:00:00-04:00,117.1463975,10.1558,117.6588,47.59,4757.86,2024-09-24 10:15:00-04:00,116.043,BB_MID,11.206,1.0,10.206,0.002145,True,all
72,NVDA,C,SHORT,2024-09-24 11:15:00-04:00,117.38,0.6336738186802927,2024-09-24 11:30:00-04:00,117.34130000000002,10.1585,117.975,47.68,4767.07,2024-09-24 11:30:00-04:00,118.034,SL,-7.0364,1.0,-8.0364,-0.001686,False,all
73,NVDA,C,SHORT,2024-10-04 11:45:00-04:00,124.28,0.7925254545955964,2024-10-04 12:00:00-04:00,124.22785500000002,9.5772,125.0204,47.59,4758.03,2024-10-04 13:15:00-04:00,124.102,TIME,1.2051,1.0,0.2051,4.3e-05,True,all
74,NVDA,C,SHORT,2024-10-09 10:15:00-04:00,133.89,0.8065284860144448,2024-10-09 10:30:00-04:00,133.783075,8.8917,134.5896,47.58,4757.23,2024-10-09 11:45:00-04:00,132.7864,BB_MID,8.8625,1.0,7.8625,0.001653,True,all
75,NVDA,C,SHORT,2024-10-17 10:15:00-04:00,139.615,1.0826006064262124,2024-10-17 10:30:00-04:00,139.540195,8.5371,140.6228,47.65,4764.1,2024-10-17 11:45:00-04:00,140.1801,TIME,-5.4626,1.0,-6.4626,-0.001357,False,all
76,NVDA,C,SHORT,2024-10-31 15:30:00-04:00,134.16,0.6947300383194438,2024-10-31 15:45:00-04:00,134.1478925,8.8664,134.8426,47.58,4756.63,2024-10-31 15:45:00-04:00,132.8764,BB_MID,11.2735,1.0,10.2735,0.00216,True,all
77,NVDA,C,SHORT,2024-11-01 09:30:00-04:00,135.59,0.9319866146733977,2024-11-01 09:45:00-04:00,135.522205,8.7936,136.4542,47.67,4765.91,2024-11-01 09:45:00-04:00,136.5224,SL,-8.7955,1.0,-9.7955,-0.002055,False,all
78,NVDA,C,SHORT,2024-11-04 09:45:00-05:00,137.39,0.8110191265960945,2024-11-04 10:00:00-05:00,137.321305,8.6587,138.1323,47.56,4755.11,2024-11-04 11:00:00-05:00,138.2014,SL,-7.6204,1.0,-8.6204,-0.001813,False,all
79,NVDA,C,SHORT,2024-11-07 09:30:00-05:00,147.43,0.6978402409304643,2024-11-07 09:45:00-05:00,147.36628000000002,8.0522,148.0641,47.46,4745.49,2024-11-07 09:45:00-05:00,148.1382,SL,-6.2153,1.0,-7.2153,-0.00152,False,all
80,NVDA,C,LONG,2024-11-08 10:00:00-05:00,146.51,0.7178283567807071,2024-11-08 10:15:00-05:00,146.57325,8.0818,145.8554,47.38,4737.28,2024-11-08 11:30:00-05:00,147.2264,TIME,5.2782,1.0,4.2782,0.000903,True,all
81,NVDA,C,SHORT,2024-11-12 09:30:00-05:00,147.04,0.7490881955286096,2024-11-12 09:45:00-05:00,146.97647500000002,8.0652,147.7256,47.42,4740.55,2024-11-12 09:45:00-05:00,147.7994,SL,-6.6372,1.0,-7.6372,-0.001611,False,all
82,NVDA,C,SHORT,2024-11-14 10:00:00-05:00,148.49,0.8694948426442731,2024-11-14 10:15:00-05:00,148.36578,7.9751,149.2353,47.33,4731.92,2024-11-14 11:30:00-05:00,148.8794,TIME,-4.0962,1.0,-5.0962,-0.001077,False,all
83,NVDA,C,LONG,2024-11-18 09:30:00-05:00,138.19,1.034173295393605,2024-11-18 09:45:00-05:00,138.2640975,8.5467,137.2299,47.27,4725.82,2024-11-18 09:45:00-05:00,137.1613,SL,-9.4252,1.0,-10.4252,-0.002206,False,all
84,NVDA,C,LONG,2024-11-21 10:15:00-05:00,141.18,1.8147150522016366,2024-11-21 10:30:00-05:00,141.16054499999998,8.3511,139.3458,47.15,4714.4,2024-11-21 10:30:00-05:00,142.5009,TP,11.1932,1.0,10.1932,0.002162,True,all
85,NVDA,C,LONG,2024-11-25 09:30:00-05:00,139.13,0.8880638634958171,2024-11-25 09:45:00-05:00,139.279605,8.4804,138.3915,47.25,4723.59,2024-11-25 09:45:00-05:00,138.3223,SL,-8.1179,1.0,-9.1179,-0.00193,False,all
86,NVDA,C,LONG,2024-11-27 09:30:00-05:00,134.44,0.7513015240488397,2024-11-27 09:45:00-05:00,134.51722499999997,8.7618,133.7659,47.14,4713.47,2024-11-27 09:45:00-05:00,133.699,SL,-7.1688,1.0,-8.1688,-0.001733,False,all
87,NVDA,C,LONG,2025-01-13 09:45:00-05:00,132.13,1.1965024250625123,2025-01-13 10:00:00-05:00,132.16604999999998,8.9004,130.9695,47.05,4704.3,2025-01-13 10:15:00-05:00,130.9041,SL,-11.2321,1.0,-12.2321,-0.0026,False,all
88,NVDA,C,SHORT,2025-01-17 09:30:00-05:00,136.31,0.924062426844889,2025-01-17 09:45:00-05:00,136.23185,8.6105,137.1559,46.92,4691.07,2025-01-17 09:45:00-05:00,137.2245,SL,-8.5471,1.0,-9.5471,-0.002035,False,all
89,NVDA,C,SHORT,2025-01-17 10:00:00-05:00,137.4,0.9281966843713586,2025-01-17 10:15:00-05:00,137.4062625,8.5177,138.3345,46.82,4680.52,2025-01-17 11:15:00-05:00,138.1623,SL,-6.44,1.0,-7.44,-0.00159,False,all
90,NVDA,C,SHORT,2025-01-22 09:45:00-05:00,146.2,1.0124353180066572,2025-01-22 10:00:00-05:00,146.10191250000003,7.9963,147.1143,46.73,4672.08,2025-01-22 10:45:00-05:00,147.1879,SL,-8.6839,1.0,-9.6839,-0.002073,False,all
91,NVDA,C,SHORT,2025-02-04 09:45:00-05:00,119.36,1.1788280416500094,2025-02-04 10:00:00-05:00,119.37528250000001,9.7642,120.5541,46.62,4661.4,2025-02-04 10:00:00-05:00,120.6144,SL,-12.0988,1.0,-13.0988,-0.00281,False,all
92,NVDA,C,LONG,2025-02-11 11:45:00-05:00,132.87,0.700500734179325,2025-02-11 12:00:00-05:00,132.9214275,8.7426,132.2209,46.48,4647.3,2025-02-11 12:00:00-05:00,132.1548,SL,-6.7022,1.0,-7.7022,-0.001657,False,all
93,NVDA,C,LONG,2025-02-18 15:30:00-05:00,138.87,0.6658953277623019,2025-02-18 15:45:00-05:00,138.9844575,8.3455,138.3186,46.4,4638.6,2025-02-18 15:45:00-05:00,138.2494,SL,-6.1344,1.0,-7.1344,-0.001538,False,all
94,NVDA,C,LONG,2025-02-19 09:30:00-05:00,138.55,0.7830934203664748,2025-02-19 09:45:00-05:00,138.6442875,8.3513,137.8612,46.31,4630.46,2025-02-19 10:00:00-05:00,137.7923,SL,-7.1155,1.0,-8.1155,-0.001753,False,all
95,NVDA,C,LONG,2025-02-20 10:45:00-05:00,137.21,0.9522933090795621,2025-02-20 11:00:00-05:00,137.36865,8.4123,136.4164,46.22,4621.35,2025-02-20 11:30:00-05:00,138.673,TP,10.9723,1.0,9.9723,0.002158,True,all
96,NVDA,C,LONG,2025-02-21 10:30:00-05:00,138.74,0.8222830976118173,2025-02-21 10:45:00-05:00,138.85939499999998,8.3381,138.0371,46.31,4630.32,2025-02-21 12:00:00-05:00,139.1804,TIME,2.6764,1.0,1.6764,0.000362,True,all
97,NVDA,C,LONG,2025-03-17 12:15:00-04:00,118.35,0.8572104486629037,2025-03-17 12:30:00-04:00,118.4341875,9.7776,117.577,46.32,4631.0,2025-03-17 13:45:00-04:00,119.1454,TIME,6.9539,1.0,5.9539,0.001286,True,all
98,NVDA,C,LONG,2025-03-27 09:30:00-04:00,111.675,0.7859201728442768,2025-03-27 09:45:00-04:00,111.7408425,10.3743,110.9549,46.37,4635.95,2025-03-27 10:00:00-04:00,112.8018,TP,11.007,1.0,10.007,0.002159,True,all
99,NVDA,C,LONG,2025-03-31 10:15:00-04:00,103.905,1.086391514309548,2025-03-31 10:30:00-04:00,103.97196,11.1712,102.8856,46.46,4644.96,2025-03-31 11:15:00-04:00,104.9592,TP,11.0283,1.0,10.0283,0.002159,True,all
100,NVDA,C,LONG,2025-04-03 09:45:00-04:00,105.105,1.2675501200645052,2025-04-03 10:00:00-04:00,105.0525,11.0778,103.7849,46.55,4653.99,2025-04-03 10:30:00-04:00,103.7331,SL,-14.6165,1.0,-15.6165,-0.003356,False,all
101,NVDA,C,LONG,2025-04-21 09:30:00-04:00,97.84,1.0115312858950163,2025-04-21 09:45:00-04:00,97.91393249999999,11.843,96.9024,46.38,4637.37,2025-04-21 09:45:00-04:00,96.854,SL,-12.5533,1.0,-13.5533,-0.002923,False,all
