trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
28,NVDA,C,SHORT,2024-12-02 10:30:00-05:00,1173.4592811943887,9.43262480436279,2024-12-02 10:45:00-05:00,1172.8725515537915,1.0415,1182.3052,48.86,4885.03,2024-12-02 10:45:00-05:00,1182.8963,SL,-10.4394,1.0,-11.4394,-0.002342,False,all
29,NVDA,C,LONG,2024-12-13 15:15:00-05:00,1275.4592488457063,8.994531329173494,2024-12-13 15:30:00-05:00,1276.096978470129,0.9548,1267.1024,48.74,4872.59,2024-12-13 15:45:00-05:00,1274.7637,EOD,-1.273,1.0,-2.273,-0.000466,False,all
30,NVDA,C,SHORT,2024-12-30 14:45:00-05:00,1627.241836346616,11.919871524149743,2024-12-30 15:00:00-05:00,1626.4282154284429,0.7486,1638.3481,48.7,4869.32,2024-12-30 15:00:00-05:00,1639.1673,SL,-9.5367,1.0,-10.5367,-0.002164,False,all
31,NVDA,C,LONG,2025-01-01 12:15:00-05:00,1540.8214655062638,13.154387887751597,2025-01-01 12:30:00-05:00,1541.591876239017,0.7879,1528.4375,48.59,4857.78,2025-01-01 12:30:00-05:00,1548.5252,TP,5.4631,1.0,4.4631,0.000919,True,all
32,NVDA,C,LONG,2025-01-27 10:30:00-05:00,1825.9308120006892,12.699418488165396,2025-01-27 10:45:00-05:00,1826.8437774066895,0.6654,1814.1444,48.62,4861.25,2025-01-27 10:45:00-05:00,1835.06,TP,5.467,1.0,4.467,0.000919,True,all
33,NVDA,C,LONG,2025-02-03 13:30:00-05:00,1835.4966412019435,13.71631680904859,2025-02-03 13:45:00-05:00,1836.4143895225443,0.6624,1822.6981,48.66,4864.71,2025-02-03 14:15:00-05:00,1844.6737,TP,5.4709,1.0,4.4709,0.000919,True,all
34,NVDA,C,SHORT,2025-02-13 14:45:00-05:00,2009.8895053869494,16.414090491411773,2025-02-13 15:00:00-05:00,2008.884560634256,0.606,2025.2987,48.69,4868.19,2025-02-13 15:00:00-05:00,2026.3113,SL,-10.5598,1.0,-11.5598,-0.002375,False,all
35,NVDA,C,SHORT,2025-02-26 13:15:00-05:00,2298.432104344413,17.697665207598405,2025-02-26 13:30:00-05:00,2297.282888292241,0.5285,2314.9806,48.57,4855.63,2025-02-26 14:00:00-05:00,2286.9394,TP,5.4667,1.0,4.4667,0.00092,True,all
36,NVDA,C,SHORT,2025-03-06 11:30:00-05:00,2699.2741194206155,18.75548635768784,2025-03-06 11:45:00-05:00,2697.9244823609056,0.4504,2716.68,48.6,4859.09,2025-03-06 12:00:00-05:00,2685.7771,TP,5.4706,1.0,4.4706,0.00092,True,all
37,NVDA,C,LONG,2025-03-10 13:30:00-04:00,2817.2526525648445,19.75968331811253,2025-03-10 13:45:00-04:00,2818.6612788911266,0.4314,2798.9016,48.64,4862.56,2025-03-10 14:15:00-04:00,2819.9741,TIME,0.5663,1.0,-0.4337,-8.9e-05,False,all
38,NVDA,C,LONG,2025-03-20 15:45:00-04:00,2783.659145034232,21.16976337426768,2025-03-21 09:30:00-04:00,2785.050974606749,0.4364,2763.8812,48.62,4861.13,2025-03-21 09:30:00-04:00,2797.5767,TP,5.4669,1.0,4.4669,0.000919,True,all
39,NVDA,C,LONG,2025-03-26 11:15:00-04:00,2672.9927613907753,22.207515535148268,2025-03-26 11:30:00-04:00,2674.3292577714706,0.4548,2652.1217,48.66,4864.6,2025-03-26 12:00:00-04:00,2650.7957,SL,-10.7041,1.0,-11.7041,-0.002406,False,all
40,NVDA,C,LONG,2025-04-15 13:15:00-04:00,3098.694900014199,21.349940191049523,2025-04-15 13:30:00-04:00,3100.2442474642057,0.3913,3078.8943,48.53,4851.89,2025-04-15 14:00:00-04:00,3077.3549,SL,-8.9573,1.0,-9.9573,-0.002052,False,all
41,NVDA,C,SHORT,2025-04-18 13:45:00-04:00,2830.848213511787,19.16316615761962,2025-04-18 14:00:00-04:00,2829.432789405031,0.4278,2848.596,48.42,4840.93,2025-04-18 14:30:00-04:00,2850.0203,SL,-8.8077,1.0,-9.8077,-0.002026,False,all
42,NVDA,C,SHORT,2025-05-23 11:30:00-04:00,2783.418974406202,22.032217929569594,2025-05-23 11:45:00-04:00,2782.0272649189988,0.4341,2804.0595,48.31,4830.13,2025-05-23 11:45:00-04:00,2769.5012,TP,5.438,1.0,4.438,0.000919,True,all
43,NVDA,C,SHORT,2025-06-02 13:00:00-04:00,2973.8728306920034,21.67649737337784,2025-06-02 13:15:00-04:00,2972.3858942766574,0.4066,2994.0624,48.35,4833.56,2025-06-02 13:45:00-04:00,2995.5594,SL,-9.4229,1.0,-10.4229,-0.002156,False,all
44,NVDA,C,LONG,2025-06-12 11:15:00-04:00,3107.4260878364817,24.012567031860534,2025-06-12 11:30:00-04:00,3108.9798008803996,0.3878,3084.9672,48.23,4822.14,2025-06-12 11:45:00-04:00,3122.9624,TP,5.423,1.0,4.423,0.000917,True,all
45,NVDA,C,SHORT,2025-06-26 14:45:00-04:00,3455.3866728590797,23.719928288787234,2025-06-26 15:00:00-04:00,3453.6589795226505,0.3494,3477.3789,48.27,4825.57,2025-06-26 15:15:00-04:00,3479.1176,SL,-8.8947,1.0,-9.8947,-0.00205,False,all
46,NVDA,C,SHORT,2025-07-07 11:00:00-04:00,3895.7962792519756,31.1387561915223,2025-07-07 11:15:00-04:00,3893.8483811123497,0.3092,3924.9871,48.16,4814.67,2025-07-07 11:15:00-04:00,3926.9496,SL,-10.2344,1.0,-11.2344,-0.002333,False,all
47,NVDA,C,SHORT,2025-07-07 11:30:00-04:00,3919.477641027052,31.919486339338167,2025-07-07 11:45:00-04:00,3917.5179022065386,0.3065,3949.4374,48.03,4802.44,2025-07-07 12:00:00-04:00,3951.4121,SL,-10.3898,1.0,-11.3898,-0.002372,False,all
48,NVDA,C,SHORT,2025-07-23 15:15:00-04:00,4278.157321810262,35.254990787773274,2025-07-23 15:30:00-04:00,4276.018243149358,0.2801,4311.2732,47.91,4790.05,2025-07-23 15:45:00-04:00,4293.4927,EOD,-4.8948,1.0,-5.8948,-0.001231,False,all
49,NVDA,C,SHORT,2025-07-25 15:45:00-04:00,4374.069637547532,32.86431895772224,2025-07-28 09:30:00-04:00,4371.882602728759,0.2736,4404.7469,47.84,4783.15,2025-07-28 10:00:00-04:00,4406.9493,SL,-9.5934,1.0,-10.5934,-0.002215,False,all
50,NVDA,C,SHORT,2025-08-07 11:45:00-04:00,4793.621246717482,39.585624891199345,2025-08-07 12:00:00-04:00,4791.224436094123,0.249,4830.8101,47.73,4771.56,2025-08-07 12:30:00-04:00,4833.2255,SL,-10.4593,1.0,-11.4593,-0.002402,False,all
51,NVDA,C,LONG,2025-08-08 11:45:00-04:00,4828.531114218416,38.84759242719675,2025-08-08 12:00:00-04:00,4830.945379775525,0.2463,4792.0978,47.6,4759.1,2025-08-08 12:30:00-04:00,4852.6726,TP,5.3521,1.0,4.3521,0.000914,True,all
52,NVDA,C,SHORT,2025-08-12 14:15:00-04:00,4997.703913887534,36.33408898861631,2025-08-12 14:30:00-04:00,4995.205061930591,0.2384,5031.5392,47.63,4762.45,2025-08-12 14:45:00-04:00,4972.7142,TP,5.3619,1.0,4.3619,0.000916,True,all
53,NVDA,C,LONG,2025-08-15 11:00:00-04:00,5576.766429844049,40.4260668550478,2025-08-15 11:15:00-04:00,5579.5548130589705,0.2136,5539.1287,47.67,4765.81,2025-08-15 11:15:00-04:00,5604.6489,TP,5.3597,1.0,4.3597,0.000915,True,all
54,NVDA,C,LONG,2025-08-15 11:45:00-04:00,5541.080008984199,43.90354535032891,2025-08-15 12:00:00-04:00,5543.85054898869,0.2151,5499.947,47.7,4769.17,2025-08-15 12:30:00-04:00,5544.6503,TIME,0.172,1.0,-0.828,-0.000174,False,all
55,NVDA,C,LONG,2025-08-29 12:30:00-04:00,5018.213513861656,34.0044526306338,2025-08-29 12:45:00-04:00,5020.722620618586,0.2374,4986.7182,47.68,4767.34,2025-08-29 13:15:00-04:00,5028.8819,TIME,1.9373,1.0,0.9373,0.000197,True,all
56,NVDA,C,SHORT,2025-09-22 14:00:00-04:00,5407.098335497563,42.035690922801344,2025-09-22 14:15:00-04:00,5404.394786329814,0.2206,5446.4305,47.68,4767.28,2025-09-22 14:45:00-04:00,5380.0615,TP,5.3673,1.0,4.3673,0.000916,True,all
57,NVDA,C,SHORT,2025-09-23 10:45:00-04:00,5462.947625348857,37.402024843166295,2025-09-23 11:00:00-04:00,5460.216151536183,0.2185,5497.6182,47.72,4770.65,2025-09-23 11:00:00-04:00,5500.367,SL,-8.7719,1.0,-9.7719,-0.002048,False,all
58,NVDA,C,LONG,2025-09-25 11:00:00-04:00,5622.3008303969045,44.97826765541582,2025-09-25 11:15:00-04:00,5625.111980812103,0.2116,5580.1337,47.61,4759.88,2025-09-25 11:45:00-04:00,5632.4949,TIME,1.5622,1.0,0.5622,0.000118,True,all
59,NVDA,C,LONG,2025-09-30 11:30:00-04:00,5212.378541884248,42.43848553989359,2025-09-30 11:45:00-04:00,5214.98473115519,0.2282,5172.5462,47.6,4759.44,2025-09-30 12:00:00-04:00,5169.96,SL,-10.2751,1.0,-11.2751,-0.002369,False,all
60,NVDA,C,SHORT,2025-10-10 09:30:00-04:00,5220.311970645541,41.92391992113703,2025-10-10 09:45:00-04:00,5217.701814660219,0.2275,5259.6257,47.48,4747.16,2025-10-10 10:15:00-04:00,5194.2091,TP,5.3447,1.0,4.3447,0.000915,True,all
61,NVDA,C,SHORT,2025-10-17 11:15:00-04:00,6222.711946205081,50.93307261782318,2025-10-17 11:30:00-04:00,6219.600590231979,0.191,6270.5337,47.52,4750.51,2025-10-17 12:00:00-04:00,6273.6689,SL,-10.3265,1.0,-11.3265,-0.002384,False,all
62,NVDA,C,LONG,2025-10-21 11:15:00-04:00,6183.961977896746,50.282862371426745,2025-10-21 11:30:00-04:00,6187.053958885695,0.1915,6136.7711,47.39,4738.18,2025-10-21 11:45:00-04:00,6214.8802,TP,5.3286,1.0,4.3286,0.000914,True,all
63,NVDA,C,LONG,2025-10-24 10:15:00-04:00,6103.008924495575,42.13310292330789,2025-10-24 10:30:00-04:00,6106.060428957822,0.1942,6063.9273,47.43,4741.51,2025-10-24 11:00:00-04:00,6111.3633,TIME,1.0297,1.0,0.0297,6e-06,True,all
64,NVDA,C,LONG,2025-10-28 13:15:00-04:00,6095.891666581025,46.927115467098666,2025-10-28 13:30:00-04:00,6098.939612414315,0.1944,6052.0125,47.42,4740.54,2025-10-28 14:00:00-04:00,6126.3696,TP,5.3313,1.0,4.3313,0.000914,True,all
65,NVDA,C,SHORT,2025-11-17 12:00:00-05:00,6335.439913297636,44.33081329627505,2025-11-17 12:15:00-05:00,6332.2721933409875,0.1873,6376.603,47.45,4743.87,2025-11-17 12:45:00-05:00,6303.7611,TP,5.3409,1.0,4.3409,0.000915,True,all
66,NVDA,C,LONG,2025-11-19 14:15:00-05:00,6517.980613726418,47.8297325243239,2025-11-19 14:30:00-05:00,6521.239604033281,0.182,6473.4099,47.48,4747.21,2025-11-19 15:00:00-05:00,6470.1732,SL,-9.2956,1.0,-10.2956,-0.002169,False,all
67,NVDA,C,LONG,2025-11-25 12:15:00-05:00,7119.092618580916,62.4329520787423,2025-11-25 12:30:00-05:00,7122.652164890206,0.1663,7060.2192,47.37,4735.92,2025-11-25 13:00:00-05:00,7150.8855,TIME,4.6941,1.0,3.6941,0.00078,True,all
68,NVDA,C,SHORT,2025-12-02 10:00:00-05:00,7608.000301222857,60.35737435796654,2025-12-02 10:15:00-05:00,7604.196301072247,0.1558,7664.5537,47.4,4738.61,2025-12-02 10:30:00-05:00,7569.9584,TP,5.335,1.0,4.335,0.000915,True,all
69,NVDA,C,LONG,2025-12-05 09:30:00-05:00,7954.086706708761,61.968259003166786,2025-12-05 09:45:00-05:00,7958.063750062115,0.149,7896.0955,47.43,4741.95,2025-12-05 10:00:00-05:00,7993.8551,TP,5.3329,1.0,4.3329,0.000914,True,all
70,NVDA,C,LONG,2025-12-18 13:30:00-05:00,8460.957673952724,55.219873733141135,2025-12-18 13:45:00-05:00,8465.1881527897,0.1402,8409.9683,47.46,4745.28,2025-12-18 14:15:00-05:00,8503.2603,TP,5.3366,1.0,4.3366,0.000914,True,all
71,NVDA,C,LONG,2025-12-18 14:45:00-05:00,8335.948826564205,64.72951132704937,2025-12-18 15:00:00-05:00,8340.116800977486,0.1424,8275.3873,47.5,4748.62,2025-12-18 15:15:00-05:00,8271.2496,SL,-9.8048,1.0,-10.8048,-0.002275,False,all
72,NVDA,C,SHORT,2025-12-30 10:45:00-05:00,8101.349919869548,73.93652152051166,2025-12-30 11:00:00-05:00,8097.299244909614,0.1463,8171.2358,47.38,4736.81,2025-12-30 11:30:00-05:00,8093.6357,TIME,0.5359,1.0,-0.4641,-9.8e-05,False,all
73,NVDA,C,SHORT,2026-01-16 13:00:00-05:00,6753.641161354626,47.929021613164146,2026-01-16 13:15:00-05:00,6750.264340773949,0.1754,6798.1934,47.36,4735.35,2026-01-16 13:30:00-05:00,6719.8713,TP,5.3314,1.0,4.3314,0.000915,True,all
74,NVDA,C,LONG,2026-01-27 13:30:00-05:00,6698.835071437346,55.78370510722323,2026-01-27 13:45:00-05:00,6702.184488973065,0.1768,6646.4008,47.4,4738.68,2026-01-27 13:45:00-05:00,6732.3276,TP,5.3292,1.0,4.3292,0.000914,True,all
75,NVDA,C,SHORT,2026-02-02 12:45:00-05:00,7445.349701607478,55.93040546573918,2026-02-02 13:00:00-05:00,7441.627026756674,0.1593,7497.5574,47.43,4742.01,2026-02-02 13:30:00-05:00,7501.3062,SL,-9.5093,1.0,-10.5093,-0.002216,False,all
76,NVDA,C,LONG,2026-02-12 12:15:00-05:00,7206.086595864477,54.56192942981971,2026-02-12 12:30:00-05:00,7209.689639162409,0.1641,7155.1277,47.31,4730.5,2026-02-12 12:30:00-05:00,7242.1152,TP,5.32,1.0,4.32,0.000913,True,all
77,NVDA,C,SHORT,2026-03-06 09:45:00-05:00,9534.213506956294,70.32690615054314,2026-03-06 10:00:00-05:00,9529.446400202816,0.1242,9599.7733,47.35,4733.82,2026-03-06 10:00:00-05:00,9604.5732,SL,-9.3319,1.0,-10.3319,-0.002183,False,all
78,NVDA,C,SHORT,2026-03-06 10:15:00-05:00,9657.74129589776,73.88879086381623,2026-03-06 10:30:00-05:00,9652.912425249811,0.1223,9726.8012,47.23,4722.49,2026-03-06 10:30:00-05:00,9609.4502,TP,5.3169,1.0,4.3169,0.000914,True,all
79,NVDA,C,SHORT,2026-03-17 09:30:00-04:00,10376.880248056354,69.69095389067073,2026-03-17 09:45:00-04:00,10371.691807932326,0.1139,10441.3828,47.27,4725.8,2026-03-17 10:15:00-04:00,10364.3225,TIME,0.8396,1.0,-0.1604,-3.4e-05,False,all
80,NVDA,C,SHORT,2026-03-17 12:30:00-04:00,10446.814860603807,60.66198246539158,2026-03-17 12:45:00-04:00,10441.591453173505,0.1131,10502.2534,47.26,4724.64,2026-03-17 13:00:00-04:00,10507.5046,SL,-7.4577,1.0,-8.4577,-0.00179,False,all
1,AAPL,C,SHORT,2024-04-30 12:00:00-04:00,244.80850700284319,1.6439286989526012,2024-04-30 12:15:00-04:00,244.68610274934179,5.1086,246.33,50.0,4999.0,2024-04-30 12:15:00-04:00,243.5844,TP,5.6281,1.0,4.6281,0.000926,True,all
2,AAPL,C,LONG,2024-05-30 15:45:00-04:00,261.97501992633585,1.748913831036375,2024-05-31 09:30:00-04:00,262.106007436299,4.7725,260.3571,50.04,5002.63,2024-05-31 10:00:00-04:00,260.2269,SL,-8.968,1.0,-9.968,-0.001993,False,all
3,AAPL,C,SHORT,2024-06-10 09:45:00-04:00,256.1297285562676,1.7904586941398928,2024-06-10 10:00:00-04:00,256.00166369198945,4.8756,257.7921,49.93,4991.66,2024-06-10 10:15:00-04:00,257.921,SL,-9.358,1.0,-10.358,-0.002075,False,all
4,AAPL,C,SHORT,2024-06-13 15:30:00-04:00,245.71315561338392,1.7151166547940204,2024-06-13 15:45:00-04:00,245.59029903557723,5.0707,247.3054,49.81,4980.3,2024-06-13 15:45:00-04:00,245.878,EOD,-1.459,1.0,-2.459,-0.000494,False,all
5,AAPL,C,LONG,2024-06-19 09:30:00-04:00,264.84199118203975,1.8058504285114427,2024-06-19 09:45:00-04:00,264.97441217763077,4.6965,263.1686,49.78,4976.84,2024-06-19 09:45:00-04:00,266.1661,TP,5.597,1.0,4.597,0.000924,True,all
6,AAPL,C,SHORT,2024-07-01 13:45:00-04:00,256.0334989008081,2.4756360634350107,2024-07-01 14:00:00-04:00,255.90548215135775,4.8665,258.3811,49.81,4980.44,2024-07-01 14:30:00-04:00,255.7134,TIME,0.9347,1.0,-0.0653,-1.3e-05,False,all
7,AAPL,C,SHORT,2024-07-02 15:45:00-04:00,268.37122731700094,2.1112932736326213,2024-07-03 09:30:00-04:00,268.23704170334247,4.6418,270.3483,49.8,4979.37,2024-07-03 09:30:00-04:00,270.4835,SL,-10.4276,1.0,-11.4276,-0.002295,False,all
8,AAPL,C,SHORT,2024-07-03 09:45:00-04:00,270.30117225393036,2.0971765094367742,2024-07-03 10:00:00-04:00,270.1660216678034,4.5971,272.2632,49.68,4966.95,2024-07-03 10:00:00-04:00,268.9496,TP,5.592,1.0,4.592,0.000925,True,all
9,AAPL,C,LONG,2024-07-08 11:45:00-04:00,297.30094578428736,2.3808490748952673,2024-07-08 12:00:00-04:00,297.4495962571795,4.1785,295.0687,49.72,4970.54,2024-07-08 12:15:00-04:00,294.9212,SL,-10.5648,1.0,-11.5648,-0.002327,False,all
10,AAPL,C,SHORT,2024-07-24 12:00:00-04:00,329.16031138657473,2.927816222606469,2024-07-24 12:15:00-04:00,328.99573123088146,3.7683,331.9235,49.59,4957.97,2024-07-24 12:15:00-04:00,332.0895,SL,-11.6582,1.0,-12.6582,-0.002553,False,all
11,AAPL,C,SHORT,2024-09-04 12:45:00-04:00,401.9034625468179,2.739335917820903,2024-09-04 13:00:00-04:00,401.7025108155445,3.0777,404.4418,49.45,4944.32,2024-09-04 13:15:00-04:00,399.8938,TP,5.5666,1.0,4.5666,0.000924,True,all
12,AAPL,C,SHORT,2024-09-17 15:45:00-04:00,391.32190383349325,2.851649592457052,2024-09-18 09:30:00-04:00,391.1262428815765,3.1632,393.9779,49.49,4947.88,2024-09-18 09:45:00-04:00,394.1749,SL,-9.6435,1.0,-10.6435,-0.002151,False,all
13,AAPL,C,SHORT,2024-09-23 13:15:00-04:00,416.72353036702157,3.432463618109604,2024-09-23 13:30:00-04:00,416.51516860183807,2.9634,419.9476,49.37,4936.24,2024-09-23 13:30:00-04:00,420.1576,SL,-10.7941,1.0,-11.7941,-0.002389,False,all
14,AAPL,C,LONG,2024-09-30 11:30:00-04:00,377.69829368300157,3.119336384308378,2024-09-30 11:45:00-04:00,377.88714282984307,3.2579,374.7678,49.24,4923.45,2024-09-30 11:45:00-04:00,374.5804,SL,-10.7729,1.0,-11.7729,-0.002391,False,all
15,AAPL,C,LONG,2024-10-15 11:15:00-04:00,388.50855299962507,2.655518492801162,2024-10-15 11:30:00-04:00,388.7028072761249,3.159,386.0473,49.12,4910.67,2024-10-15 11:30:00-04:00,390.451,TP,5.5226,1.0,4.5226,0.000921,True,all
16,AAPL,C,LONG,2024-10-31 14:45:00-04:00,438.3005764370551,3.6311273883124824,2024-10-31 15:00:00-04:00,438.5197267252736,2.8022,434.8886,49.15,4914.19,2024-10-31 15:15:00-04:00,440.492,TP,5.5265,1.0,4.5265,0.000921,True,all
