ts,symbol,combo,event,direction,close,ema21,bars_in_window,close_above_ema21,vol_gate,adx_gate,vol_ratio,adx14,ema50
2025-03-27,NVDA,A,window_bar_no_confirm,SHORT,,,3.0,True,False,False,0.8976145190748651,21.1489363115592,
2025-03-28,NVDA,A,window_bar_no_confirm,SHORT,,,4.0,True,False,False,0.7718662780627858,21.762305909278822,
2025-03-31,NVDA,A,window_bar_no_confirm,SHORT,,,5.0,True,False,False,1.269977429584174,22.999478334631593,
2025-04-01,NVDA,A,window_expired,SHORT,,,6.0,,,,,,
2025-04-09,NVDA,A,trigger_armed,SHORT,114.21,110.50523148263491,,,,,,,
2025-04-10,NVDA,A,window_bar_no_confirm,SHORT,,,1.0,True,False,True,1.3329233479482407,28.45877333389391,
2025-04-11,NVDA,A,window_bar_no_confirm,SHORT,,,2.0,False,False,True,0.8419345235202776,27.682255443818512,
2025-04-14,NVDA,A,window_bar_no_confirm,SHORT,,,3.0,False,False,True,0.7436049596505501,26.468053391391404,
2025-04-15,NVDA,A,window_bar_no_confirm,SHORT,,,4.0,False,False,True,0.5561374032839322,25.340580056994803,
2025-04-16,NVDA,A,window_bar_no_confirm,SHORT,,,5.0,True,False,True,1.1221819002597013,25.54508699137586,
2025-04-17,NVDA,A,window_expired,SHORT,,,6.0,,,,,,
2025-04-25,NVDA,A,trigger_armed,SHORT,110.92,107.12584846130832,,,,,,,
2025-04-28,NVDA,A,window_bar_no_confirm,SHORT,,,1.0,False,False,False,0.5517600074438295,22.814196406472686,
2025-04-29,NVDA,A,window_bar_no_confirm,SHORT,,,2.0,False,False,False,0.38680168739325044,21.429027914354105,
2025-04-30,NVDA,A,window_bar_no_confirm,SHORT,,,3.0,False,False,False,0.5529577284354283,20.691074840392194,
2025-05-01,NVDA,A,window_bar_no_confirm,SHORT,,,4.0,False,False,False,0.8568404898545793,19.48225897599689,
2025-05-02,NVDA,A,ema50_break_in_window,SHORT,114.44,,5.0,,,,,,113.17589134322732
2025-08-19,NVDA,A,trigger_armed,LONG,175.66,176.90628760081387,,,,,,,
2025-08-20,NVDA,A,window_bar_no_confirm,LONG,,,1.0,False,False,True,1.227796260903767,38.833800322708086,
2025-08-21,NVDA,A,window_bar_no_confirm,LONG,,,2.0,False,False,True,1.0259763136561615,36.75467462164103,
2025-08-22,NVDA,A,window_bar_no_confirm,LONG,,,3.0,True,False,True,1.0721458198211369,35.384219288364974,
2025-08-25,NVDA,A,window_bar_no_confirm,LONG,,,4.0,True,False,True,1.0990249717425398,33.218025187677405,
2025-08-26,NVDA,A,window_bar_no_confirm,LONG,,,5.0,True,False,True,0.5955258030225083,31.091039434598837,
2025-08-27,NVDA,A,window_expired,LONG,,,6.0,,,,,,
2025-08-29,NVDA,A,trigger_armed,LONG,174.215,177.67832143351401,,,,,,,
2025-09-02,NVDA,A,window_bar_no_confirm,LONG,,,1.0,False,True,True,1.7930831506526277,28.044568588907243,
2025-09-03,NVDA,A,window_bar_no_confirm,LONG,,,2.0,False,False,True,1.1606646555531415,28.584426151610167,
2025-09-04,NVDA,A,window_bar_no_confirm,LONG,,,3.0,False,False,True,0.862896586049285,29.085722459834308,
2025-09-05,NVDA,A,ema50_break_in_window,LONG,167.07,,4.0,,,,,,169.23445995793838
2025-09-16,NVDA,A,trigger_armed,LONG,174.89,175.2375962042902,,,,,,,
2025-09-17,NVDA,A,ema50_break_in_window,LONG,170.21,,1.0,,,,,,170.6323054032872
2025-10-14,NVDA,A,trigger_armed,LONG,180.03,183.0854150361374,,,,,,,
2025-10-15,NVDA,A,window_bar_no_confirm,LONG,,,1.0,False,True,False,1.7615381686787712,16.326353741231244,
2025-10-16,NVDA,A,window_bar_no_confirm,LONG,,,2.0,False,False,False,1.4158889595474742,16.330220291225807,
2025-10-17,NVDA,A,window_bar_no_confirm,LONG,,,3.0,True,False,False,1.4915646438234853,16.14685806479157,
2025-10-20,NVDA,A,window_bar_no_confirm,LONG,,,4.0,False,False,False,1.032282167088499,15.719374033733759,
2025-10-21,NVDA,A,window_bar_no_confirm,LONG,,,5.0,False,False,False,0.9223675158183697,15.688108354219992,
2025-10-22,NVDA,A,window_expired,LONG,,,6.0,,,,,,
2025-11-06,NVDA,A,trigger_armed,LONG,188.14,191.93049883780785,,,,,,,
2025-11-07,NVDA,A,window_bar_no_confirm,LONG,,,1.0,False,False,False,1.4004761286036191,19.405585603960223,
2025-11-10,NVDA,A,window_bar_no_confirm,LONG,,,2.0,True,False,False,0.8741977240354227,18.22941881433983,
2025-11-11,NVDA,A,window_bar_no_confirm,LONG,,,3.0,True,False,False,0.9914777777810001,16.992751634513215,
2025-11-12,NVDA,A,window_bar_no_confirm,LONG,,,4.0,True,False,False,0.8004285453152417,15.79114930799321,
2025-11-13,NVDA,A,window_bar_no_confirm,LONG,,,5.0,False,False,False,0.8619418789629852,15.480795228362938,
2025-11-14,NVDA,A,window_expired,LONG,,,6.0,,,,,,
2025-12-19,NVDA,A,trigger_armed,SHORT,181.0,180.38707937955144,,,,,,,
2025-12-22,NVDA,A,ema50_break_in_window,SHORT,183.675,,1.0,,,,,,182.4318564584466
2026-01-08,NVDA,A,trigger_armed,LONG,185.09,185.33405594760262,,,,,,,
2026-01-09,NVDA,A,window_bar_no_confirm,LONG,,,1.0,False,False,False,0.7837505513550211,10.830004512455485,
2026-01-12,NVDA,A,window_bar_no_confirm,LONG,,,2.0,False,False,False,0.8209078934544897,10.312466762089386,
2026-01-13,NVDA,A,window_bar_no_confirm,LONG,,,3.0,True,False,False,1.054650137102692,10.079354635439913,
2026-01-14,NVDA,A,ema50_break_in_window,LONG,183.3,,4.0,,,,,,184.44474228081168
2026-02-02,NVDA,A,trigger_armed,LONG,185.66,186.81235726614509,,,,,,,
2026-02-03,NVDA,A,ema50_break_in_window,LONG,180.28,,1.0,,,,,,185.29533876115298
2026-03-10,NVDA,A,trigger_armed,SHORT,184.765,184.45745226374476,,,,,,,
2026-03-11,NVDA,A,ema50_break_in_window,SHORT,186.01,,1.0,,,,,,184.96785027695705
2023-10-06,AAPL,A,trigger_armed,SHORT,177.49,175.4898115568524,,,,,,,
2023-10-09,AAPL,A,ema50_break_in_window,SHORT,179.01,,1.0,,,,,,178.3697612932772
2023-11-01,AAPL,A,trigger_armed,SHORT,173.92,173.52827556155987,,,,,,,
2023-11-02,AAPL,A,ema50_break_in_window,SHORT,177.65,,1.0,,,,,,176.15823706783792
2023-12-26,AAPL,A,trigger_armed,LONG,193.09,193.1031458965376,,,,,,,
2023-12-27,AAPL,A,window_bar_no_confirm,LONG,,,1.0,True,False,True,0.7314013030225789,27.86339180304701,
2023-12-28,AAPL,A,window_bar_no_confirm,LONG,,,2.0,True,False,True,0.7047704151328986,26.335650439097865,
2023-12-29,AAPL,A,window_bar_no_confirm,LONG,,,3.0,False,False,False,0.6664188644748493,24.619333537689997,
2024-01-02,AAPL,A,ema50_break_in_window,LONG,185.55,,4.0,,,,,,188.81208414356942
2024-03-20,AAPL,A,trigger_armed,SHORT,178.61,176.46098936020593,,,,,,,
2024-03-21,AAPL,A,confirmed,SHORT,171.38,175.99908123655086,1.0,,,,1.6035467883441046,27.183131234773853,
2024-04-25,AAPL,A,trigger_armed,SHORT,169.94,169.864894457242,,,,,,,
2024-04-26,AAPL,A,window_bar_no_confirm,SHORT,,,1.0,True,False,False,0.5539895333918144,12.625844329830443,
2024-04-29,AAPL,A,window_bar_no_confirm,SHORT,,,2.0,False,False,False,1.2118753917704936,13.609879997418817,
2024-04-30,AAPL,A,window_bar_no_confirm,SHORT,,,3.0,True,False,False,0.6235253950385594,13.46404443816461,
2024-05-01,AAPL,A,window_bar_no_confirm,SHORT,,,4.0,True,False,False,0.6086588706302973,13.044616354667646,
2024-05-02,AAPL,A,window_bar_no_confirm,SHORT,,,5.0,False,False,False,1.2872472712200065,12.854671158691497,
2024-05-03,AAPL,A,ema50_break_in_window,SHORT,183.36,,6.0,,,,,,173.6051879246938
2024-07-24,AAPL,A,trigger_armed,LONG,218.585,222.0151049217658,,,,,,,
2024-07-25,AAPL,A,window_bar_no_confirm,LONG,,,1.0,False,False,True,0.8915454056911536,36.07896696161307,
2024-07-26,AAPL,A,window_bar_no_confirm,LONG,,,2.0,False,False,True,0.9231703792370494,34.31015282283147,
2024-07-29,AAPL,A,window_bar_no_confirm,LONG,,,3.0,False,False,True,0.5689218911597236,32.72086059486428,
2024-07-30,AAPL,A,window_bar_no_confirm,LONG,,,4.0,False,False,True,0.8578901307188533,30.96843364873996,
2024-07-31,AAPL,A,window_bar_no_confirm,LONG,,,5.0,True,False,True,0.8467093165649796,29.07933866776967,
2024-08-01,AAPL,A,window_expired,LONG,,,6.0,,,,,,
2024-09-03,AAPL,A,trigger_armed,LONG,222.72,224.09423791607568,,,,,,,
2024-09-04,AAPL,A,window_bar_no_confirm,LONG,,,1.0,False,True,False,1.785707937258865,14.572679987063678,
2024-09-05,AAPL,A,window_bar_no_confirm,LONG,,,2.0,False,False,False,0.9357852484701296,13.972168871708067,
2024-09-06,AAPL,A,window_bar_no_confirm,LONG,,,3.0,False,False,False,1.4531251330465793,13.772255943581932,
2024-09-09,AAPL,A,window_bar_no_confirm,LONG,,,4.0,False,True,False,2.1214711272017324,14.15687997151579,
2024-09-10,AAPL,A,window_bar_no_confirm,LONG,,,5.0,False,False,False,1.232254952905617,14.457457257247004,
2024-09-11,AAPL,A,window_expired,LONG,,,6.0,,,,,,
2024-10-30,AAPL,A,trigger_armed,LONG,230.16,230.74575015387123,,,,,,,
2024-10-31,AAPL,A,ema50_break_in_window,LONG,225.73,,1.0,,,,,,227.04740522195613
2025-01-02,AAPL,A,trigger_armed,LONG,243.82,248.2269786032155,,,,,,,
2025-01-03,AAPL,A,window_bar_no_confirm,LONG,,,1.0,False,False,True,1.2990971735584789,36.57746043323221,
2025-01-06,AAPL,A,window_bar_no_confirm,LONG,,,2.0,False,False,True,1.0585799148701913,34.023930931832076,
2025-01-07,AAPL,A,window_bar_no_confirm,LONG,,,3.0,False,False,True,1.1195541835384677,32.113504215720276,
2025-01-08,AAPL,A,window_bar_no_confirm,LONG,,,4.0,False,False,True,0.9342467303171101,30.6080171447479,
2025-01-10,AAPL,A,ema50_break_in_window,LONG,236.76,,5.0,,,,,,241.00823854767174
2025-04-02,AAPL,A,trigger_armed,SHORT,223.8,223.50545858788175,,,,,,,
2025-04-03,AAPL,A,window_bar_no_confirm,SHORT,,,1.0,True,True,False,1.9926082453015184,22.85967951746316,
2025-04-04,AAPL,A,confirmed,SHORT,188.5,218.6293046180841,2.0,,,,2.5527202619574885,25.53222755859644,
2025-04-23,AAPL,A,trigger_armed,SHORT,204.33,203.38921401452006,,,,,,,
2025-04-24,AAPL,A,window_bar_no_confirm,SHORT,,,1.0,False,False,True,0.4245234107240079,25.238160137108814,
2025-04-25,AAPL,A,window_bar_no_confirm,SHORT,,,2.0,False,False,False,0.35523072088795976,23.585172186322357,
2025-04-28,AAPL,A,window_bar_no_confirm,SHORT,,,3.0,False,False,False,0.3179267180727843,21.991151031172564,
2025-04-29,AAPL,A,window_bar_no_confirm,SHORT,,,4.0,False,False,False,0.32088724230470655,20.587088916847236,
2025-04-30,AAPL,A,window_bar_no_confirm,SHORT,,,5.0,False,False,False,0.36940282674866487,19.173363291588,
2025-05-01,AAPL,A,window_expired,SHORT,,,6.0,,,,,,
2025-06-03,AAPL,A,trigger_armed,SHORT,203.33,203.28326054068944,,,,,,,
2025-06-04,AAPL,A,window_bar_no_confirm,SHORT,,,1.0,True,False,False,1.0414999165725487,16.09997820135209,
2025-06-05,AAPL,A,window_bar_no_confirm,SHORT,,,2.0,True,True,False,1.524420121580567,15.910580904731741,
2025-06-06,AAPL,A,window_bar_no_confirm,SHORT,,,3.0,False,False,False,0.9768921318877922,15.515751572559878,
2025-06-09,AAPL,A,window_bar_no_confirm,SHORT,,,4.0,True,False,False,1.1166305034712969,15.53320040408764,
2025-06-10,AAPL,A,window_bar_no_confirm,SHORT,,,5.0,True,False,False,0.8371955993804547,15.549402890506277,
2025-06-11,AAPL,A,window_expired,SHORT,,,6.0,,,,,,
2025-06-20,AAPL,A,trigger_armed,SHORT,201.03,200.5117011474359,,,,,,,
2025-06-23,AAPL,A,window_bar_no_confirm,SHORT,,,1.0,False,False,False,0.9780157203889218,18.938277209800432,
2025-06-24,AAPL,A,window_bar_no_confirm,SHORT,,,2.0,True,False,False,1.434413263118678,17.948329542955157,
2025-06-25,AAPL,A,window_bar_no_confirm,SHORT,,,3.0,False,False,False,0.8327133077205454,16.955391666993243,
2025-06-26,AAPL,A,window_bar_no_confirm,SHORT,,,4.0,False,False,False,1.0407635098147467,16.387285969464163,
2025-06-27,AAPL,A,window_bar_no_confirm,SHORT,,,5.0,False,False,False,1.2496941698028488,15.642365284148674,
2025-06-30,AAPL,A,ema50_break_in_window,SHORT,205.17,,6.0,,,,,,203.90449190867346
2025-07-30,AAPL,A,trigger_armed,LONG,208.96,210.3624941788671,,,,,,,
2025-07-31,AAPL,A,ema50_break_in_window,LONG,207.85,,1.0,,,,,,208.27067398674245
2025-09-10,AAPL,A,trigger_armed,LONG,226.81,230.06566458802018,,,,,,,
2025-09-11,AAPL,A,window_bar_no_confirm,LONG,,,1.0,False,False,True,1.0141028294355912,25.806908012820323,
2025-09-12,AAPL,A,window_bar_no_confirm,LONG,,,2.0,True,False,False,1.304138532414688,24.33666273533512,
2025-09-15,AAPL,A,window_bar_no_confirm,LONG,,,3.0,True,False,False,1.1098225471331553,23.627471882168056,
2025-09-16,AAPL,A,window_bar_no_confirm,LONG,,,4.0,True,False,False,1.030622374822112,23.450032913126414,
2025-09-17,AAPL,A,window_bar_no_confirm,LONG,,,5.0,True,False,False,0.8468338343400578,23.285268156159177,
2025-09-18,AAPL,A,window_expired,LONG,,,6.0,,,,,,
2025-10-10,AAPL,A,trigger_armed,LONG,245.295,249.71155327617674,,,,,,,
2025-10-13,AAPL,A,window_bar_no_confirm,LONG,,,1.0,False,False,True,0.6215797420588091,31.724840387381562,
2025-10-14,AAPL,A,window_bar_no_confirm,LONG,,,2.0,False,False,True,0.6240017924190792,29.746066657692385,
2025-10-15,AAPL,A,window_bar_no_confirm,LONG,,,3.0,True,False,True,0.8069899693084557,28.043863113978123,
2025-10-16,AAPL,A,window_bar_no_confirm,LONG,,,4.0,False,False,True,0.805399214124909,26.181353614896274,
2025-10-17,AAPL,A,window_bar_no_confirm,LONG,,,5.0,True,False,True,1.1471358545482786,25.13353020057726,
2025-10-20,AAPL,A,window_expired,LONG,,,6.0,,,,,,
2025-11-20,AAPL,A,trigger_armed,LONG,266.395,267.20005951951106,,,,,,,
2025-11-21,AAPL,A,window_bar_no_confirm,LONG,,,1.0,True,False,True,1.2505205076185013,27.912890099704736,
2025-11-24,AAPL,A,window_bar_no_confirm,LONG,,,2.0,True,False,True,0.927082980255939,28.320198236341415,
2025-11-25,AAPL,A,window_bar_no_confirm,LONG,,,3.0,True,False,True,0.915962868617521,29.21348460157506,
2025-11-26,AAPL,A,window_bar_no_confirm,LONG,,,4.0,True,False,True,0.6473956704825511,30.042964797863444,
2025-11-28,AAPL,A,window_bar_no_confirm,LONG,,,5.0,True,False,True,0.3953808012487878,30.56165130987657,
2025-12-01,AAPL,A,window_expired,LONG,,,6.0,,,,,,
2025-12-15,AAPL,A,trigger_armed,LONG,274.115,276.0423887638785,,,,,,,
2025-12-16,AAPL,A,window_bar_no_confirm,LONG,,,1.0,False,False,True,0.832735289632636,25.86802351276235,
2025-12-17,AAPL,A,window_bar_no_confirm,LONG,,,2.0,False,False,False,0.8490158087367055,24.51853775058397,
2025-12-18,AAPL,A,window_bar_no_confirm,LONG,,,3.0,False,False,False,1.1240312177086111,24.349598341494165,
2025-12-19,AAPL,A,window_bar_no_confirm,LONG,,,4.0,False,False,False,1.2665073177396204,24.100213438673073,
2025-12-22,AAPL,A,window_bar_no_confirm,LONG,,,5.0,False,False,False,0.7319256399630316,23.868641743196346,
2025-12-23,AAPL,A,window_expired,LONG,,,6.0,,,,,,
2026-01-30,AAPL,A,trigger_armed,SHORT,259.06,258.8464705761664,,,,,,,
2026-02-02,AAPL,A,ema50_break_in_window,SHORT,269.95,,1.0,,,,,,262.88541783742505
