trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
11,NVDA,A,SHORT,2023-06-28 12:15:00-04:00,41.19,0.3144809527203141,2023-06-28 12:30:00-04:00,41.149415000000005,30.1222,41.4639,49.58,4957.05,2023-06-28 14:15:00-04:00,41.4846,SL,-10.0974,1.0,-11.0974,-0.002239,False,all
12,NVDA,A,LONG,2023-07-13 09:30:00-04:00,44.96,0.2407623019641296,2023-07-13 09:45:00-04:00,44.982479999999995,27.4882,44.7417,49.46,4944.95,2023-07-13 09:45:00-04:00,44.7193,SL,-7.2331,1.0,-8.2331,-0.001665,False,all
13,NVDA,A,LONG,2023-07-18 11:30:00-04:00,46.64,0.28588722369402764,2023-07-18 11:45:00-04:00,46.673325,26.4429,46.3874,49.37,4935.71,2023-07-18 12:30:00-04:00,47.2501,TP,15.2504,1.0,14.2504,0.002887,True,all
14,NVDA,A,SHORT,2023-07-21 15:30:00-04:00,44.44,0.27893137236747106,2023-07-21 15:45:00-04:00,44.41778,27.8603,44.6967,49.5,4948.97,2023-07-21 15:45:00-04:00,44.7191,SL,-8.3937,1.0,-9.3937,-0.001898,False,all
15,NVDA,A,LONG,2023-07-31 09:30:00-04:00,47.07,0.21885123561503025,2023-07-31 09:45:00-04:00,47.073525,26.2333,46.8547,49.4,4938.57,2023-07-31 09:45:00-04:00,46.8312,SL,-6.3558,1.0,-7.3558,-0.001489,False,all
16,NVDA,A,SHORT,2023-08-08 10:00:00-04:00,44.65,0.2405961293843122,2023-08-08 10:15:00-04:00,44.59769,27.6428,44.8383,49.31,4930.22,2023-08-08 11:15:00-04:00,44.8607,SL,-7.2705,1.0,-8.2705,-0.001678,False,all
17,NVDA,A,SHORT,2023-08-09 09:30:00-04:00,43.41,0.27447636285079396,2023-08-09 09:45:00-04:00,43.408285,28.3468,43.6828,49.22,4920.95,2023-08-09 10:45:00-04:00,42.7974,TP,17.3152,1.0,16.3152,0.003315,True,all
18,NVDA,A,SHORT,2023-08-11 09:30:00-04:00,41.56,0.2970023892845975,2023-08-11 09:45:00-04:00,41.49924000000001,29.7431,41.7962,49.37,4936.26,2023-08-11 10:00:00-04:00,41.8171,SL,-9.4553,1.0,-10.4553,-0.002118,False,all
19,NVDA,A,LONG,2023-08-23 10:00:00-04:00,46.51,0.41069762162815465,2023-08-23 10:15:00-04:00,46.533255,26.4639,46.1226,49.26,4924.8,2023-08-23 13:00:00-04:00,46.6167,TIME,2.2078,1.0,1.2078,0.000245,True,all
20,NVDA,A,LONG,2023-08-24 09:30:00-04:00,48.6,0.4582864364116349,2023-08-24 09:45:00-04:00,48.704339999999995,25.2853,48.2461,49.26,4925.01,2023-08-24 09:45:00-04:00,48.2219,SL,-12.1979,1.0,-13.1979,-0.00268,False,all
21,NVDA,A,LONG,2023-08-30 11:00:00-04:00,49.68,0.35774886363769365,2023-08-30 11:15:00-04:00,49.674825,24.7198,49.3171,49.12,4910.81,2023-08-30 14:00:00-04:00,49.2924,SL,-9.453,1.0,-10.453,-0.002129,False,all
22,NVDA,A,SHORT,2023-09-07 09:30:00-04:00,46.01,0.30752568968846766,2023-09-07 09:45:00-04:00,45.96700500000001,26.6515,46.2745,49.0,4899.36,2023-09-07 12:30:00-04:00,45.7329,TIME,6.2405,1.0,5.2405,0.00107,True,all
23,NVDA,A,SHORT,2023-09-08 10:45:00-04:00,45.35,0.28925566151675736,2023-09-08 11:00:00-04:00,45.27735,27.0809,45.5666,49.05,4903.6,2023-09-08 11:00:00-04:00,45.5894,SL,-8.4503,1.0,-9.4503,-0.001927,False,all
24,NVDA,A,SHORT,2023-09-11 09:30:00-04:00,44.84,0.28937662349192345,2023-09-11 09:45:00-04:00,44.83757,27.2882,45.1269,48.94,4893.15,2023-09-11 12:30:00-04:00,44.6323,TIME,5.6013,1.0,4.6013,0.00094,True,all
25,NVDA,A,SHORT,2023-09-15 09:30:00-04:00,45.12,0.20167318060298714,2023-09-15 09:45:00-04:00,45.077450000000006,27.163,45.2791,48.98,4896.75,2023-09-15 10:30:00-04:00,44.6621,TP,11.2817,1.0,10.2817,0.0021,True,all
26,NVDA,A,SHORT,2023-09-18 09:30:00-04:00,42.68,0.2689715442623502,2023-09-18 09:45:00-04:00,42.648665,28.7643,42.9176,49.07,4906.04,2023-09-18 09:45:00-04:00,42.9391,SL,-8.354,1.0,-9.354,-0.001907,False,all
27,NVDA,A,SHORT,2023-09-19 09:30:00-04:00,43.57,0.2291669563973066,2023-09-19 09:45:00-04:00,43.648165000000006,28.0463,43.8773,48.97,4895.68,2023-09-19 12:00:00-04:00,43.2306,TP,11.7113,1.0,10.7113,0.002188,True,all
28,NVDA,A,LONG,2023-09-29 09:30:00-04:00,43.86,0.26989455612004926,2023-09-29 09:45:00-04:00,43.871925,27.9586,43.602,49.06,4905.39,2023-09-29 12:30:00-04:00,43.6482,TIME,-6.256,1.0,-7.256,-0.001479,False,all
29,NVDA,A,LONG,2023-10-02 09:30:00-04:00,44.55,0.25436121805215994,2023-10-02 09:45:00-04:00,44.572275,27.473,44.3179,48.98,4897.14,2023-10-02 11:15:00-04:00,45.0708,TP,13.6966,1.0,12.6966,0.002593,True,all
30,NVDA,A,LONG,2023-10-11 10:00:00-04:00,46.36,0.1979050617283252,2023-10-11 10:15:00-04:00,46.373174999999996,26.4691,46.1753,49.1,4908.83,2023-10-11 12:15:00-04:00,46.1522,SL,-5.8495,1.0,-6.8495,-0.001395,False,all
31,NVDA,A,SHORT,2023-10-18 09:30:00-04:00,42.6,0.339414228454026,2023-10-18 09:45:00-04:00,42.498740000000005,28.8361,42.8382,49.02,4900.98,2023-10-18 10:15:00-04:00,42.8596,SL,-10.405,1.0,-11.405,-0.002327,False,all
32,NVDA,A,LONG,2023-11-03 09:45:00-04:00,44.19,0.2373438073355751,2023-11-03 10:00:00-04:00,44.26212,27.6172,44.0248,48.9,4888.58,2023-11-03 10:00:00-04:00,44.0028,SL,-7.1627,1.0,-8.1627,-0.00167,False,all
33,NVDA,A,LONG,2023-11-06 09:45:00-05:00,45.68,0.22110709886633656,2023-11-06 10:00:00-05:00,45.702839999999995,26.6965,45.4817,48.8,4879.42,2023-11-06 10:00:00-05:00,45.459,SL,-6.5099,1.0,-7.5099,-0.001539,False,all
34,NVDA,A,LONG,2023-11-07 10:30:00-05:00,45.94,0.229613102386988,2023-11-07 10:45:00-05:00,45.93295499999999,26.5164,45.7033,48.72,4870.91,2023-11-07 13:30:00-05:00,45.987,TIME,1.4329,1.0,0.4329,8.9e-05,True,all
35,NVDA,A,LONG,2023-11-08 09:45:00-05:00,46.48,0.1833396474904458,2023-11-08 10:00:00-05:00,46.48323,26.1994,46.2999,48.71,4870.34,2023-11-08 10:00:00-05:00,46.2767,SL,-5.4099,1.0,-6.4099,-0.001316,False,all
36,NVDA,A,LONG,2023-11-09 09:30:00-05:00,47.34,0.22694980441547052,2023-11-09 09:45:00-05:00,47.333655,25.6896,47.1067,48.64,4862.93,2023-11-09 09:45:00-05:00,47.8084,TP,12.195,1.0,11.195,0.002302,True,all
37,NVDA,A,LONG,2023-11-13 10:00:00-05:00,48.96,0.2349424336791441,2023-11-13 10:15:00-05:00,48.98448,24.8759,48.7495,48.74,4873.12,2023-11-13 10:30:00-05:00,48.7252,SL,-6.4507,1.0,-7.4507,-0.001529,False,all
38,NVDA,A,LONG,2023-11-14 09:30:00-05:00,49.68,0.2533923192083228,2023-11-14 09:45:00-05:00,49.70484,24.4728,49.4514,48.66,4864.67,2023-11-14 09:45:00-05:00,49.4267,SL,-6.8063,1.0,-7.8063,-0.001605,False,all
39,NVDA,A,LONG,2023-11-20 10:00:00-05:00,49.91,0.19343553467374847,2023-11-20 10:15:00-05:00,49.974975,24.2965,49.7815,48.57,4855.87,2023-11-20 10:15:00-05:00,49.7566,SL,-5.3046,1.0,-6.3046,-0.001298,False,all
40,NVDA,A,SHORT,2023-11-28 09:30:00-05:00,48.01,0.1609058041630441,2023-11-28 09:45:00-05:00,47.985995,25.2655,48.1469,48.5,4848.56,2023-11-28 10:00:00-05:00,47.6349,TP,8.8713,1.0,7.8713,0.001623,True,all
41,NVDA,A,LONG,2023-12-14 14:45:00-05:00,48.2,0.2129544937823764,2023-12-14 15:00:00-05:00,48.21409499999999,25.1816,48.0011,48.56,4855.43,2023-12-14 15:45:00-05:00,48.3258,EOD,2.8135,1.0,1.8135,0.000374,True,all
42,NVDA,A,LONG,2023-12-28 09:30:00-05:00,49.72,0.10500729299987659,2023-12-28 09:45:00-05:00,49.734854999999996,24.4157,49.6298,48.57,4856.25,2023-12-28 09:45:00-05:00,49.605,SL,-3.1697,1.0,-4.1697,-0.000859,False,all
43,NVDA,A,LONG,2023-12-29 09:45:00-05:00,49.84,0.1311316407976686,2023-12-29 10:00:00-05:00,49.84491,24.3359,49.7138,48.52,4851.08,2023-12-29 10:30:00-05:00,49.6889,SL,-3.7961,1.0,-4.7961,-0.000989,False,all
44,NVDA,A,SHORT,2024-01-03 10:00:00-05:00,47.51,0.27394328137920787,2024-01-03 10:15:00-05:00,47.49624000000001,25.5088,47.7702,48.46,4845.28,2024-01-03 11:00:00-05:00,47.7941,SL,-7.5972,1.0,-8.5972,-0.001774,False,all
45,NVDA,A,LONG,2024-01-08 09:30:00-05:00,50.88,0.2754242081770245,2024-01-08 09:45:00-05:00,50.89543499999999,23.7579,50.62,48.37,4835.68,2024-01-08 12:30:00-05:00,51.3043,TIME,9.7146,1.0,8.7146,0.001802,True,all
46,NVDA,A,LONG,2024-01-09 11:15:00-05:00,52.86,0.2803839673328289,2024-01-09 11:30:00-05:00,52.88643,22.9,52.606,48.44,4843.4,2024-01-09 12:00:00-05:00,53.4384,TP,12.641,1.0,11.641,0.002403,True,all
47,NVDA,A,LONG,2024-01-11 09:45:00-05:00,54.85,0.2858781625038178,2024-01-11 10:00:00-05:00,54.86742,22.1217,54.5815,48.55,4854.04,2024-01-11 10:00:00-05:00,54.5543,SL,-6.9278,1.0,-7.9278,-0.001633,False,all
48,NVDA,A,LONG,2024-01-16 09:30:00-05:00,55.51,0.22047734641609848,2024-01-16 09:45:00-05:00,55.517745,21.8224,55.2973,48.46,4845.11,2024-01-16 10:15:00-05:00,55.9508,TP,9.4496,1.0,8.4496,0.001744,True,all
49,NVDA,A,LONG,2024-01-19 09:30:00-05:00,57.69,0.2962852013610333,2024-01-19 09:45:00-05:00,57.708839999999995,21.0261,57.4126,48.54,4852.56,2024-01-19 10:00:00-05:00,57.3838,SL,-6.8333,1.0,-7.8333,-0.001614,False,all
50,NVDA,A,LONG,2024-01-22 09:30:00-05:00,59.67,0.262884176807321,2024-01-22 09:45:00-05:00,59.72985,20.2777,59.467,48.45,4843.73,2024-01-22 10:00:00-05:00,59.4372,SL,-5.9336,1.0,-6.9336,-0.001431,False,all
51,NVDA,A,LONG,2024-02-05 09:30:00-05:00,68.73,0.45947576923999556,2024-02-05 09:45:00-05:00,68.75435999999999,17.5872,68.2949,48.37,4835.79,2024-02-05 10:00:00-05:00,68.2607,SL,-8.6815,1.0,-9.6815,-0.002002,False,all
52,NVDA,A,LONG,2024-02-09 10:00:00-05:00,70.97,0.32943768544152924,2024-02-09 10:15:00-05:00,71.005485,16.992,70.676,48.26,4825.11,2024-02-09 11:00:00-05:00,71.6113,TP,10.2945,1.0,9.2945,0.001926,True,all
53,NVDA,A,LONG,2024-02-12 09:30:00-05:00,72.95,0.30030029343189646,2024-02-12 09:45:00-05:00,72.88642499999999,16.582,72.5861,48.34,4833.41,2024-02-12 09:45:00-05:00,72.5498,SL,-5.5814,1.0,-6.5814,-0.001362,False,all
54,NVDA,A,LONG,2024-02-13 10:45:00-05:00,72.67,0.6808202616492677,2024-02-13 11:00:00-05:00,72.706335,16.597,72.0255,48.27,4825.83,2024-02-13 12:45:00-05:00,71.9895,SL,-11.8973,1.0,-12.8973,-0.002673,False,all
55,NVDA,A,LONG,2024-02-14 09:30:00-05:00,73.4,0.5430060364712261,2024-02-14 09:45:00-05:00,73.50673499999999,16.369,72.9637,48.13,4811.93,2024-02-14 11:00:00-05:00,72.9272,SL,-9.4856,1.0,-10.4856,-0.002179,False,all
56,NVDA,A,SHORT,2024-02-21 12:00:00-05:00,66.84,0.527221563747918,2024-02-21 12:15:00-05:00,66.78659,17.9731,67.3138,48.01,4800.44,2024-02-21 12:30:00-05:00,67.3475,SL,-10.0807,1.0,-11.0807,-0.002308,False,all
57,NVDA,A,LONG,2024-02-23 09:45:00-05:00,80.7,0.7928091268071661,2024-02-23 10:00:00-05:00,80.75035499999998,14.8277,79.9575,47.89,4788.36,2024-02-23 10:15:00-05:00,79.9176,SL,-12.3483,1.0,-13.3483,-0.002788,False,all
58,NVDA,A,LONG,2024-02-29 15:30:00-05:00,79.66,0.2947745786834904,2024-02-29 15:45:00-05:00,79.74985499999998,14.9687,79.4551,47.75,4774.01,2024-02-29 15:45:00-05:00,79.4154,SL,-5.0071,1.0,-6.0071,-0.001258,False,all
59,NVDA,A,LONG,2024-03-01 09:30:00-05:00,80.24,0.4146270601913771,2024-03-01 09:45:00-05:00,80.26011,14.8517,79.8455,47.68,4767.01,2024-03-01 10:45:00-05:00,81.0632,TP,11.9268,1.0,10.9268,0.002292,True,all
60,NVDA,A,LONG,2024-03-04 09:30:00-05:00,85.16,0.4839461452123087,2024-03-04 09:45:00-05:00,85.2426,14.0128,84.7587,47.78,4776.93,2024-03-04 09:45:00-05:00,84.7163,SL,-7.3753,1.0,-8.3753,-0.001753,False,all
61,NVDA,A,LONG,2024-03-05 15:30:00-05:00,85.24,0.4791524332549465,2024-03-05 15:45:00-05:00,85.26261,13.982,84.7835,47.69,4767.56,2024-03-05 15:45:00-05:00,85.937,EOD,9.4294,1.0,8.4294,0.001768,True,all
62,NVDA,A,LONG,2024-03-07 09:45:00-05:00,90.47,0.7215486525729957,2024-03-07 10:00:00-05:00,90.59527499999999,13.1795,89.8737,47.76,4774.99,2024-03-07 11:15:00-05:00,91.8687,TP,16.783,1.0,15.783,0.003305,True,all
63,NVDA,A,LONG,2024-03-08 09:30:00-05:00,95.14,0.6444616421805242,2024-03-08 09:45:00-05:00,95.09752499999999,12.5944,94.4531,47.91,4789.77,2024-03-08 10:00:00-05:00,96.4694,TP,17.278,1.0,16.278,0.003398,True,all
64,NVDA,A,LONG,2024-03-12 15:45:00-04:00,91.89,0.6669365366101105,2024-03-13 09:30:00-04:00,91.12553999999999,13.1852,90.4586,48.06,4805.05,2024-03-13 09:30:00-04:00,90.4134,SL,-9.3901,1.0,-10.3901,-0.002162,False,all
65,NVDA,A,LONG,2024-03-18 09:30:00-04:00,91.64,0.8227867501200461,2024-03-18 09:45:00-04:00,91.68581999999999,13.0736,90.863,47.95,4793.66,2024-03-18 09:45:00-04:00,90.8176,SL,-11.3507,1.0,-12.3507,-0.002576,False,all
66,NVDA,A,LONG,2024-03-19 15:45:00-04:00,89.4,0.7565191321993737,2024-03-20 09:30:00-04:00,89.92493999999999,13.2925,89.1684,47.81,4780.31,2024-03-20 09:30:00-04:00,89.1238,SL,-10.6487,1.0,-11.6487,-0.002437,False,all
67,NVDA,A,LONG,2024-03-20 14:00:00-04:00,89.49,0.5123179950418127,2024-03-20 14:15:00-04:00,89.494725,13.3211,88.9824,47.69,4767.66,2024-03-20 15:45:00-04:00,90.3148,EOD,10.9245,1.0,9.9245,0.002082,True,all
68,NVDA,A,LONG,2024-03-22 10:15:00-04:00,92.81,0.5536816480119754,2024-03-22 10:30:00-04:00,92.876415,12.8601,92.3227,47.78,4776.58,2024-03-22 10:30:00-04:00,92.2766,SL,-7.714,1.0,-8.714,-0.001824,False,all
69,NVDA,A,LONG,2024-03-25 10:00:00-04:00,96.44,0.6448902005519409,2024-03-25 10:15:00-04:00,96.42818999999999,12.3612,95.7833,47.68,4766.87,2024-03-25 10:45:00-04:00,95.7354,SL,-8.5636,1.0,-9.5636,-0.002006,False,all
70,NVDA,A,SHORT,2024-03-28 15:30:00-04:00,90.33,0.3522711049668757,2024-03-28 15:45:00-04:00,90.29483,13.1716,90.6471,47.57,4756.31,2024-03-28 15:45:00-04:00,90.3251,EOD,-0.3992,1.0,-1.3992,-0.000294,False,all
71,NVDA,A,SHORT,2024-04-02 09:30:00-04:00,87.91,0.5402769765249769,2024-04-02 09:45:00-04:00,87.926015,13.5196,88.4663,47.55,4753.91,2024-04-02 10:00:00-04:00,88.5105,SL,-7.9024,1.0,-8.9024,-0.001873,False,all
72,NVDA,A,SHORT,2024-04-03 09:30:00-04:00,88.57,0.3912272451779831,2024-04-03 09:45:00-04:00,88.565695,13.394,88.9569,47.45,4744.01,2024-04-03 09:45:00-04:00,89.0014,SL,-5.8359,1.0,-6.8359,-0.001441,False,all
73,NVDA,A,SHORT,2024-04-03 12:00:00-04:00,89.2,0.41229957341433604,2024-04-03 12:15:00-04:00,89.23536,13.2716,89.6477,47.37,4736.17,2024-04-03 12:30:00-04:00,89.6925,SL,-6.0667,1.0,-7.0667,-0.001492,False,all
74,NVDA,A,SHORT,2024-04-08 09:30:00-04:00,87.37,0.512931895002639,2024-04-08 09:45:00-04:00,87.29633000000001,13.5432,87.8093,47.29,4728.1,2024-04-08 10:15:00-04:00,87.8532,SL,-7.5414,1.0,-8.5414,-0.001807,False,all
75,NVDA,A,SHORT,2024-04-09 09:30:00-04:00,86.6,0.37645152253769426,2024-04-09 09:45:00-04:00,86.68663500000001,13.611,87.0631,47.2,4718.56,2024-04-09 10:00:00-04:00,85.8763,TP,11.0297,1.0,10.0297,0.002126,True,all
76,NVDA,A,LONG,2024-04-15 09:30:00-04:00,89.62,0.4545543909192022,2024-04-15 09:45:00-04:00,89.60477999999999,13.1929,89.1502,47.29,4727.59,2024-04-15 10:30:00-04:00,89.1057,SL,-6.585,1.0,-7.585,-0.001604,False,all
77,NVDA,A,SHORT,2024-04-17 10:00:00-04:00,86.43,0.6068963011902814,2024-04-17 10:15:00-04:00,86.37679,13.6611,86.9837,47.2,4719.01,2024-04-17 12:15:00-04:00,85.2083,TP,15.9628,1.0,14.9628,0.003171,True,all
78,NVDA,A,SHORT,2024-04-17 15:15:00-04:00,84.1,0.5988113667719122,2024-04-17 15:30:00-04:00,84.05795,14.0795,84.6568,47.34,4732.97,2024-04-17 15:45:00-04:00,84.112,EOD,-0.7615,1.0,-1.7615,-0.000372,False,all
79,NVDA,A,SHORT,2024-04-19 09:30:00-04:00,84.1,0.5741805489898419,2024-04-19 09:45:00-04:00,84.01797,14.078,84.5922,47.31,4730.21,2024-04-19 10:15:00-04:00,82.6805,TP,18.8289,1.0,17.8289,0.003769,True,all
80,NVDA,A,LONG,2024-04-30 09:45:00-04:00,88.54,0.5580188333282831,2024-04-30 10:00:00-04:00,88.58427,13.3998,88.0263,47.48,4747.04,2024-04-30 10:15:00-04:00,87.9822,SL,-8.0671,1.0,-9.0671,-0.00191,False,all
81,NVDA,A,LONG,2024-04-30 15:30:00-04:00,87.15,0.4535118397401109,2024-04-30 15:45:00-04:00,87.213585,13.5815,86.7601,47.38,4736.97,2024-04-30 15:45:00-04:00,86.7167,SL,-6.7485,1.0,-7.7485,-0.001636,False,all
82,NVDA,A,LONG,2024-05-06 09:45:00-04:00,91.59,0.5375449317482931,2024-05-06 10:00:00-04:00,91.6458,12.9008,91.1083,47.29,4728.22,2024-05-06 10:00:00-04:00,91.0627,SL,-7.5225,1.0,-8.5225,-0.001802,False,all
83,NVDA,A,LONG,2024-05-14 14:00:00-04:00,91.41,0.3382039617147711,2024-05-14 14:15:00-04:00,91.46571,12.9002,91.1275,47.2,4718.7,2024-05-14 15:45:00-04:00,91.3243,EOD,-1.824,1.0,-2.824,-0.000598,False,all
84,NVDA,A,LONG,2024-05-21 15:30:00-04:00,95.14,0.2694986524579158,2024-05-21 15:45:00-04:00,95.18757,12.3857,94.9181,47.16,4714.87,2024-05-21 15:45:00-04:00,95.3123,EOD,1.5451,1.0,0.5451,0.000116,True,all
85,NVDA,A,LONG,2024-05-24 15:15:00-04:00,105.95,0.49471998505623216,2024-05-24 15:30:00-04:00,105.98296500000001,11.1231,105.4882,47.15,4714.42,2024-05-24 15:45:00-04:00,106.4168,EOD,4.8252,1.0,3.8252,0.000811,True,all
86,NVDA,A,LONG,2024-06-03 15:45:00-04:00,115.0,0.6877901995640673,2024-06-04 09:30:00-04:00,115.75784999999999,10.1899,115.0701,47.18,4717.24,2024-06-04 09:30:00-04:00,115.0125,SL,-7.5948,1.0,-8.5948,-0.001822,False,all
87,NVDA,A,LONG,2024-06-06 09:30:00-04:00,124.49,0.680153936199668,2024-06-06 09:45:00-04:00,124.19206499999999,9.4786,123.5119,47.09,4707.65,2024-06-06 09:45:00-04:00,123.4502,SL,-7.0322,1.0,-8.0322,-0.001706,False,all
88,NVDA,A,LONG,2024-06-13 09:30:00-04:00,129.27,1.121786948736589,2024-06-13 09:45:00-04:00,129.35464499999998,9.0828,128.2329,47.0,4698.62,2024-06-13 10:15:00-04:00,128.1687,SL,-10.7713,1.0,-11.7713,-0.002505,False,all
89,NVDA,A,LONG,2024-06-14 09:45:00-04:00,130.89,0.8689075675951233,2024-06-14 10:00:00-04:00,130.79536499999998,8.9584,129.9265,46.87,4685.85,2024-06-14 11:45:00-04:00,129.8615,SL,-8.3659,1.0,-9.3659,-0.001999,False,all
90,NVDA,A,LONG,2024-06-18 09:45:00-04:00,133.19,0.7838414130692138,2024-06-18 10:00:00-04:00,133.2816075,8.7718,132.4978,46.76,4675.48,2024-06-18 12:45:00-04:00,134.6639,TP,12.1251,1.0,11.1251,0.002379,True,all
91,NVDA,A,LONG,2024-06-20 09:30:00-04:00,140.23,1.0054521703164594,2024-06-20 09:45:00-04:00,140.30011499999998,8.351,139.2947,46.87,4685.6,2024-06-20 10:00:00-04:00,139.225,SL,-8.9782,1.0,-9.9782,-0.00213,False,all
92,NVDA,A,SHORT,2024-07-02 09:30:00-04:00,122.795,1.0224127732411952,2024-07-02 09:45:00-04:00,122.848545,9.515,123.871,46.76,4674.63,2024-07-02 12:30:00-04:00,122.6013,TIME,2.3528,1.0,1.3528,0.000289,True,all
93,NVDA,A,SHORT,2024-07-02 15:30:00-04:00,122.115,0.5990682091163558,2024-07-02 15:45:00-04:00,122.03895,9.5789,122.638,46.76,4674.98,2024-07-02 15:45:00-04:00,122.6993,SL,-6.3258,1.0,-7.3258,-0.001567,False,all
94,NVDA,A,SHORT,2024-07-03 10:00:00-04:00,122.235,0.6727716868120641,2024-07-03 10:15:00-04:00,122.17888,9.5509,122.8517,46.68,4666.65,2024-07-03 10:30:00-04:00,122.9131,SL,-7.0122,1.0,-8.0122,-0.001717,False,all
95,NVDA,A,LONG,2024-07-08 09:45:00-04:00,130.5,0.9140081011757157,2024-07-08 10:00:00-04:00,130.60527,8.9174,129.6913,46.59,4657.64,2024-07-08 10:00:00-04:00,129.6264,SL,-8.7288,1.0,-9.7288,-0.002089,False,all
96,NVDA,A,LONG,2024-07-09 09:30:00-04:00,131.98,0.8889433603875363,2024-07-09 09:45:00-04:00,132.04599,8.7998,131.157,46.48,4646.91,2024-07-09 11:30:00-04:00,131.0915,SL,-8.3996,1.0,-9.3996,-0.002023,False,all
97,NVDA,A,LONG,2024-07-09 15:45:00-04:00,131.4,0.7467939608938209,2024-07-10 09:30:00-04:00,134.097015,8.6458,133.3502,46.38,4636.51,2024-07-10 09:30:00-04:00,133.2835,SL,-7.0331,1.0,-8.0331,-0.001733,False,all
98,NVDA,A,SHORT,2024-07-16 09:45:00-04:00,126.13,0.9717811697900854,2024-07-16 10:00:00-04:00,126.11691000000002,9.175,127.0887,46.28,4627.48,2024-07-16 12:45:00-04:00,126.053,TIME,0.5864,1.0,-0.4136,-8.9e-05,False,all
99,NVDA,A,SHORT,2024-07-17 09:30:00-04:00,120.87,1.08829017850756,2024-07-17 09:45:00-04:00,120.78457750000001,9.5771,121.8729,46.27,4626.07,2024-07-17 12:00:00-04:00,118.7165,TP,19.8059,1.0,18.8059,0.004065,True,all
100,NVDA,A,SHORT,2024-07-24 14:45:00-04:00,114.91,0.7845144408024007,2024-07-24 15:00:00-04:00,114.84255000000002,10.1114,115.6271,46.45,4643.87,2024-07-24 15:30:00-04:00,115.6849,SL,-8.5171,1.0,-9.5171,-0.002049,False,all
101,NVDA,A,SHORT,2024-07-25 09:30:00-04:00,112.775,1.1268972475546757,2024-07-25 09:45:00-04:00,112.76858750000001,10.274,113.8955,46.34,4633.36,2024-07-25 09:45:00-04:00,110.1222,TP,27.1887,1.0,26.1887,0.005652,True,all
